Var1	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
YDR234W	0.012311165	0.000296928	0.00401516	0.005568147	0.010327818	0.006950927	0.008069996	0
YPR001W	0	0	0	0	0	0	0	0
YOL064C	0.000243064	0.000101063	0.00017112	0	0	0	0	7.13e-06
YGL248W	0	0	0	0	0	0	0	0
YOR360C	0	0	0	0	0	0	0	0
YDR487C	0	0	0	0	0	0	0	0
YDR127W	0	0	0	0	0	0	0	0
YBR265W	0	0	0	0	0	0	0	0
YPL252C	0	0	0	0	0	0	0	0
YDR376W	0	0	0	0	0	0	0	0
YDR538W	0	0	0	0	0	0	0	0
YDR539W	0	0	0	0	0	0	0	0
YLR231C	0	0	0	0	0	0	0	0
YKR009C	0	0	0	0	0	0	0	0
YJR025C	0	0	0	0	0	0	0	0
YER175C	0	0	0	0	0	0	0	0
YCL018W	0.000849105	0	0.000233178	0.000350748	0.000702142	0.000452761	0.0005358	0
YGR087C	0	0	0	0	0	0	0	0
YLR044C	0.036038449	0	0	0.001496523	0.015763288	0.000721278	0.000389038	3.03e-05
YLR134W	0	0	0	0	0	0	0	0
YBR176W	0	0	0	0	0	0	0	0
YDL080C	0	0	0	0	0	0	0	0.00029818
YNR033W	0	0	0	0	0	0	0	0
YMR289W	0	0	0	0	0	0	0	0
YGR019W	0	0.001997346	0	0.00639831	0	0	0	0
YCR053W	0	0	0	0	0	0	0	0
YLR410W	0	0	0	0	0	0	0	0
YOR163W	0	0	0	0	0	0	0	0
YDR017C	0	0	0	0	0	0	0	0
YLR017W	0	0	0	0	0	0	0	0
YER037W	0	0	0	0	0	0	0	0
YGL224C	0	0	0	0	0	0	0	0
YOR155C	0	0	0	0	0	0	0	0
YGR061C	0.003019226	0.0013728	0.001885979	0.002214975	0.002763093	0.002370391	0.002520926	0.000684768
YGL125W	0	0	0	0	0	0	0	0
YPL023C	0	0	0	0	0	0	0	0
YDR232W	0	0	0	0	0	0	0	0
YER183C	0	0	0	0	0	0	0	0
YER091C	0.000470469	0	0	0	0.000179502	0	0	0
YJR024C	0	0	0	0	0	0	0	0
YPR118W	0	0	0	0	0	0	0	0
YIL107C	0	0	0	0	0	0	0	0
YOL136C	0	0	0	0	0	0	0	0
YGR248W	0	0	0	0	0	0	0	0
YHR163W	0.006431786	0	0	0	0.005774072	0.00583303	0.004746611	5.79e-05
YLR355C	0.004368417	0	0.000207621	0.000328852	0.003197645	0.001122464	0.001771717	0
YIL160C	0	0	0	0	0	0	0	0
YPL028W	0	0	0	0	0	0	0	0
YMR207C	0	0	0	0	0	0	0	0
YDL141W	0	0	0	0	0	0	0	0
YNR016C	0.009077907	0.004233503	0.005743466	0.006711495	0.008324265	0.007168788	0.007611718	0.002209064
YBL015W	0	0	0	0	0	0	0	0
YAL054C	0	0	0	0	0	0	0	0
YLR153C	0.001433765	0.019560341	0.010984035	0.00424818	0.001269017	0.002043851	0.001097853	3.19e-05
YER069W	0.000720003	0	0	0	0.00025748	0	0	0
YBR093C	0	0	0	0	0	0	0	0
YAR071W	0	0	0	0	0	0	0	0
YBR092C	0	0	0	0	0	0	0	0
YHR215W	0	0	0	0	0	0	0	0
YPR002W	0	0	0	0	0	0	0	0
YOL140W	0.00090221	0	0	0	0.000336917	0	0	0
YPL148C	0	0	0	0	0	0	0	0
YGL205W	0	0	0	0	0	0	0	0
YCR048W	0	0	0	0	0	0	0	0
YNR019W	0	0	0	0	0	0	0	0
YJL091C	0	0	0	0	0	0	0	0
YNL141W	0	0	0	0	0	0	0	0
YDR441C	0	0	0	0	0	0	0	0
YML022W	0	0	0	0	0	0	0	0
YJR105W	0.000102184	0	2.87e-05	5.01e-05	8.56e-05	6.01e-05	6.99e-05	0
YML035C	0	0	0	0	0	0	0	0
YER043C	0.008714581	0.004061953	0.005512141	0.006441849	0.007990773	0.006881039	0.007306434	0.002117656
YOL052C	0	0	0	0	0	0	0	0
YNR058W	0	0	0	0	0	0	0	0
YJL005W	0	0	0	0	0	0	0	0
YDL166C	0.003151123	0.008512049	0.00574492	0.003459358	0.002822084	0.002768177	0.002543728	0.000645491
YDR226W	0	0	0	0	0	0	0	0
YER170W	0	0	0	0	0	0	0	0
YLR359W	0.001058124	0.000446827	0.000637362	0.000759513	0.00096302	0.000817216	0.000873107	0.000191372
YNL220W	0.000366926	0.000120465	0.000197284	0.000246531	0.00032858	0.000269796	0.000292329	1.75e-05
YKL001C	0.000405195	0.000196084	0.000299251	0	0	0	0	5.78e-05
YGR247W	0	0	0	0	0	0	0	0
YFL030W	0	0.003224204	0	0.001162064	0	0.000157604	0	0.000154848
YOR335C	0.000480581	0.000174133	0.000269651	0.000330887	0.000432907	0.000359814	0.000387833	4.61e-05
YGR177C	0	0	0	0	0	0	0	0
YOR377W	0	0	0	0	0	0	0	0
YMR303C	0	0	0.010922344	0	0	0	0	0
YDR368W	0	0	0	0	0	0	0	0
YHR104W	0	0	0	0	0	0	0	0.216531867
YGL256W	0	0	0	0	0	0	0	0
YMR083W	0	0	0	0	0	0	0	0
YBR145W	0	0	0	0	0	0	0	0
YDL168W	0	0	0	0	0	0	0	0
YOL086C	0.003340349	0	0	0	0.001385897	0	0	0
YCR105W	0	0	0	0	0	0	0	0
YMR318C	0	0	0	0	0	0	0	0
YMR110C	0	0	0	0	0	0	0	0
YMR169C	0	0	0	0	0	0	0	0
YMR170C	0	0	0	0	0	0	0	0
YPL061W	0.003035699	3.64e-05	0.006715464	0	0.00269888	0	0.002348945	0.000169586
YOR374W	0	0	0.004520404	0.002492204	0	0.001178076	0	0
YER073W	0	0	0.010016699	0.005575794	0	0.002698423	0	0
YDR481C	0	0	0	0	0	0	0	0
YIR029W	0	0	0	0	0	0	0	0
YIR027C	0	0	0	0	0	0	0	0
YBR208C	0	0	0	0	0	0	0	0
YBR199W	0	0	0	0	0	0	0	0
YBR205W	0	0	0	0	0	0	0	0
YDR483W	0	0	0	0	0	0	0	0
YJL139C	0	0	0	0	0	0	0	0
YKR061W	0	0	0	0	0	0	0	0
YNL029C	0	0	0	0	0	0	0	0
YOR099W	0	0	0	0	0	0	0	0
YPL053C	0	0	0	0	0	0	0	0
YPR026W	0	0	0	0	0	0	0	0
YBR001C	0	0	0	0	0	0	0	0
YDR001C	0	0	0	0	0	0	0	0
YBR126C	1.05e-06	0	0	0	0	0	0	0
YDR074W	8.53e-05	0	1.8e-05	3.75e-05	7.01e-05	4.68e-05	5.57e-05	0
YML100W	0	0	0	0	0	0	0	0
YMR261C	0.000113874	0	3.62e-05	5.87e-05	9.63e-05	6.94e-05	7.97e-05	0
YBR299W	0	0	0	0	0	0	0	0
YGR287C	0	0	0	0	0	0	0	0
YGR292W	0	0	0	0	0	0	0	0
YIL172C	0	0	0	0	0	0	0	0
YJL216C	0	0	0	0	0	0	0	0
YJL221C	0	0	0	0	0	0	0	0
YDR242W	0	0	0	0	0	0	0	0
YMR293C	0	0	0	0	0	0	0	0
YDR354W	0	0	0	0	0	0	0	0
YER090W	0	0	0	0	0	0	0	0
YKL211C	0	0	0	0	0	0	0	0
YDR305C	0	0	0	0	0	0	0	0
YPL111W	0	0	0	0	0	0	0	0.012660471
YHR018C	0	0	0	0	0	0	0	0
YOL058W	0	0.00010436	1.37e-05	0	0	0	0	0
YDR341C	0.000761191	0.000306627	0.000448312	0.000539144	0.000690475	0.000582053	0.000623615	0.000116668
YHR091C	0	0	0	0	0	0	0	0
YGR124W	0	0	0	0	0	0	0	0
YPR145W	0	0	0	0	0	0	0	0
YHR019C	0.000764241	0.000308068	0.000450254	0.000541408	0.000693274	0.000584469	0.000626178	0.000117435
YCR024C	0	0	0	0	0	0	0	0
YJL130C	0	0	0	0	0	0	0	0
YER052C	0	0	0	0	0	0	0	0
YLR027C	0	0.000272751	0.000411142	0	0	0	0	0
YKL106W	0	0.000130946	0.000232895	0	0	0	0	0
YDR158W	0	0	0	0	0	0	0	0
YLL018C	0.00379125	0.001737324	0.002377518	0.002787942	0.003471722	0.002981825	0.003169618	0.000879001
YPL104W	0	0	0	0	0	0	0	0
YDR530C	0	0	0	0	0	0	0	0
YCL050C	0	0	0	0	0	0	0	0
YER055C	0	0	0	0	0	0	0	0
Q0080	0	0.003114526	0.003659371	0.002820075	0.001853781	0.002239425	0.002001234	0.000802797
Q0085	0	0.015964433	0.018689273	0.014494411	0.009664882	0.011592322	0.010401839	0.004412098
Q0130	0	0.042742668	0.05000454	0.038817879	0.025939134	0.031078944	0.027904297	0.011931861
YBL099W	0	0.009856429	0.011544001	0.008944402	0.005951471	0.007145936	0.006408178	0.002696235
YBR039W	0	0.018865605	0.022080221	0.017128282	0.011427154	0.013702443	0.012297109	0.005226391
YDL004W	0	0.009297169	0.010889948	0.008436372	0.005611558	0.006738928	0.006042611	0.00253917
YDR298C	0	0.012496138	0.014631135	0.011342301	0.007555864	0.009067013	0.008133654	0.003437581
YDR322C-A	0	0.005904431	0.006922152	0.005354419	0.003549473	0.004269819	0.0038249	0.001586334
YDR377W	0	0.006145542	0.00720413	0.005573444	0.003696019	0.004445291	0.003982506	0.001654049
YJR121W	0	0.009208436	0.010786175	0.008355768	0.005557626	0.006674352	0.005984609	0.00251425
YKL016C	0	0.010837159	0.012690962	0.009835293	0.006547551	0.007859673	0.007049244	0.002971667
YLR295C	0	0.007700151	0.00902224	0.006985647	0.004640901	0.005576679	0.004998698	0.002090655
YML081C-A	0	0.003592372	0.00421821	0.00325415	0.002144214	0.002587185	0.002313586	0.000936999
YPL078C	0	0.014765782	0.01728548	0.013404032	0.00893533	0.010718767	0.009617229	0.004074993
YPL271W	0	0.003622634	0.004253601	0.003281639	0.002162607	0.002609208	0.002333367	0.000945498
YPR020W	0	0.007032164	0.008243003	0.006380381	0.004235927	0.005091769	0.004563161	0.001903527
YOL077W-A	0	0.004059453	0.004764458	0.003678445	0.002428104	0.00292711	0.002618901	0.001068177
YCR024C-A	0	0	0	0	0	0	0	0
YEL017C-A	0	0	0	0	0	0	0	0
YGL008C	0	0	0	0	0	0	0	0
YPL036W	0	0	0	0	0	0	0	0
YER005W	0	0	0	0	0	0	0	0
YBR110W	0	0	0	0	0	0	0	0
YGR286C	0	0	0	0	0	0	0	0
YNL280C	0.029062774	0.013669548	0.018467461	0.021543395	0.026668034	0.022996458	0.024403883	0.007236936
YMR015C	0	0	0	0	0	0	0	0
YGL001C	0	0	0	0	0	0	0	0
YLR100W	0.003960155	0.001817076	0.002485058	0.002913297	0.003626758	0.003115596	0.00331154	0.000921496
YGR060W	0	0	0	0	0	0	0	0
YLR056W	0	0	0	0	0	0	0	0
YMR202W	0	0	0	0	0	0	0	0
YGL012W	0.002926917	0.001329214	0.001827207	0.002146467	0.002678364	0.002297284	0.002443363	0.000661544
YDL090C	0	0	0	0	0	0	0	0
YKL019W	0	0	0	0	0	0	0	0
YJR109C	0	0	0	0	0	0	0	0
YOR303W	0	0	0	0	0	0	0	0
YAR035W	0	0.003843568	0.00114912	0.000526091	0	0	0	0
YER024W	0	0	0	0	0	0	0	0
YML042W	0	0.00385078	0.001151405	0.000527236	0	0	0	0
YGR088W	0	0	0	0	0	0	0	0
YDR256C	0	0	0	0	0	0	0	0
YDR297W	0	0	0	0	0	0	0	0
YMR272C	0	0	0	0	0	0	0	0
YHL003C	0	0	0	0	0	0	0	0
YMR298W	0	0	0	0	0	0	0	0
YKL008C	0	0	0	0	0	0	0	0
YLR307W	0	0	0	0	0	0	0	0
YLR308W	0	0	0	0	0	0	0	0
YBR023C	0	0	0	0	0	0	0	0
YBR038W	0	0	0	0	0	0	0	0
YNL192W	0	0	0	0	0	0	0	0
YLR133W	0	0	0	0	0	0	0	0
YGR202C	0	0	0	0	0	0	0	0
YPR060C	0	0	0	0	0	0	0	0
YGL148W	0	0	0	0	0	0	0	0
YLR304C	0.000452175	0.015626737	0.004779362	0.007209294	0.000394629	0.001455077	0.000218997	0.00042588
YBR002C	0	0	0	0	0	0	0	0
YMR101C	0	0	0	0	0	0	0	0
YNR001C	7.5e-05	0.004884521	0.001446506	0.002216671	5.68e-05	0.00039288	1.11e-06	6.67e-05
YCR005C	0	0	0	0	0	0	0	0
YDR044W	0	0	0	0	0	0	0	0
YBL039C	0	0	0	0	0	0	0	0
YJR103W	0.000120363	4.05e-06	4.03e-05	6.35e-05	0.000102268	7.45e-05	8.52e-05	0
YFR055W	0	0	0	0	0	0	0	0
YGL184C	0	0	0	0	0	0	0	0
YGR155W	0	0	0	0.000131378	0.000156473	0.000146911	0.000161957	0
YAL012W	0	0	0	0	0	0	0	0
YJR130C	0	0	0	0	0	0	0	0
YLR303W	0	0	0	0	0	0	0	0
YNL247W	0	0	0	0	0	0	0	0
YLR245C	0	0	0	0	0	0	0	0
YNR012W	0	0	0	0	0	0	0	0
YHR007C	0.000566236	0.000214576	0.000324186	0.000394456	0.000511528	0.000427651	0.000459804	6.76e-05
YHR042W	0.000742356	0.000297734	0.00043632	0.000525166	0.000673187	0.000567137	0.000607789	0.000111929
YPR062W	0	0	0	0	0	0	0	0
YML086C	0	0	0	0	0	0	0	0
YMR041C	0	0	0	0	0	0	0	0
YBR149W	0	0	0	0	0	0	0	0
YKL060C	0	0.001374546	0.001888334	0.002217721	0	0	0	0
YDL246C	0	0	0	0	0.005380398	0	0	0
YJR159W	0	0	0	0	0	0	0	0
YHR144C	0	0	0	0	0	0	0	0
YDR454C	0	0	0	0	0	0	0	0
YHR068W	0	0	0	0	0	0	0	0
YCR036W	0	0	0	0	0	0	0.07291313	0
YDR196C	0	0	0	0	0	0	0	0
YNR057C	0	0	0	0	0	0	0	0
YPL087W	0	0	0	0	0	0	0	0
YOR236W	0	0	0	0	0	0	0	0
YMR113W	0	0	0	0	0	0	0	0
YDL100C	0	0	0	0	0	0	0	0
YLR420W	0.001719094	0.000758919	0.001058199	0.001250065	0.00156972	0.001340702	0.001428492	0.000357667
YJR016C	0.001093272	0	0.000219034	0.000344762	0.000874312	0.000496441	0.000619284	0
YFL053W	0	0	0	0	0	0	0	0
YML070W	0	0	0	0	0	0	0	0
YJL167W	0.005391934	0.002493114	0.003396655	0.003975909	0.004940966	0.004249547	0.004514589	0.001281716
YKL152C	0	0	0	0	0	0	0	0
YLR172C	0	0	0	0	0	0	0	0
YMR013C	0	0	0	0	0	0	0	0
YPR183W	0.000212061	4.73e-05	9.87e-05	0.0001316	0.000186436	0.000147149	0.000162209	0
YAL023C	0	0	0	0	0	0	0	0
YDL095W	0	0	0	0	0	0	0	0
YDL093W	0.000771319	0.00031141	0.00045476	0.000546661	0.000699771	0.000590075	0.000632125	0.000119216
YJR143C	0	0	0	0	0	0	0	0
YOR321W	0	0	0	0	0	0	0	0
YJR057W	0	0	0	0	0	0	0	0
YJR069C	0	0	0	0	0	0	0	0
YBR252W	0	0	0	0	0	0	0	0
YJR153W	0	0	0	0	0	0	0	0
YPL281C	0	0	0	0	0	0	0	0
YGR254W	0.017984563	0.000406208	0.00058259	0.001607907	0.008119966	0.006293579	0.006055517	0
YHR174W	0	0	0	0	0	0	0	0
YMR323W	0	0	0	0	0	0	0	0
YOR393W	0	0	0	0	0	0	0	0
YDR147W	0	0	0	0	0	0	0	0
YOR126C	0	0	0	0	0	0	0	0
YDR261C	0	0	0	0	0	0	0	0
YGR282C	0	0	0	0	0	0	0	0
YLR300W	0	0	0	0	0	0	0	0
YNR067C	0	0	0	0	0	0	0	0
YOR190W	0	0	0	0	0	0	0	0
YPL069C	0	0	0	0	0	0	0	0
YER015W	0	0	0	0	0	0	0	0
YOR176W	0	0	0	0	0	0	0	0
YKR066C	0	0	0	0	0	0	0	0
Q0045	0.001138815	0.007994288	0.009797122	0.008088825	0.005008711	0.006413528	0.005433833	0.002153619
Q0250	0.00050188	0.003832609	0.004708512	0.003878541	0.002382071	0.003064601	0.002588617	0.000994925
Q0275	0.000539647	0.004079371	0.005010235	0.004128186	0.002537815	0.003263172	0.002757322	0.001063629
YDL067C	4.67e-05	0.000858563	0.001072061	0.000869759	0.000504999	0.000671364	0.000555344	0.000166886
YGL187C	0.000261176	0.002259872	0.002785481	0.002287435	0.001389437	0.001799008	0.001513381	0.000557041
YGL191W	0.00021648	0.001966147	0.002428397	0.001991986	0.001205117	0.001564002	0.001313722	0.000475731
YHR051W	0.000265368	0.002287267	0.002818978	0.00231515	0.001406728	0.001821053	0.00153211	0.000564669
YIL111W	0.000262316	0.002267319	0.002794587	0.00229497	0.001394138	0.001805001	0.001518473	0.000559115
YLR038C	0.00010622	0.001247412	0.001547518	0.00126315	0.000750422	0.000984274	0.00082119	0.00027515
YLR395C	0.000275307	0.002352202	0.002898376	0.002380844	0.001447712	0.001873307	0.001576505	0.000582748
YMR256C	4.61e-05	0.000854319	0.001066872	0.000865465	0.00050232	0.000667948	0.000552443	0.000165704
YHR116W	0	0	0	0	0	0	0	0
YDR231C	0	0	0	0	0	0	0	0
YGR062C	0	0	0	0	0	0	0	0
YJL003W	0	0	0	0	0	0	0	0
YPL132W	0	0	0	0	0	0	0	0
YLL018C-A	0	0	0	0	0	0	0	0
Q0105	0.002799419	0.018843008	0.023064275	0.019065933	0.011856882	0.015144869	0.012851873	0.005174545
YBL045C	0.003235887	0.021696618	0.026551426	0.021951154	0.013656846	0.017439807	0.01480162	0.005968555
YDR529C	0.000867324	0.006220384	0.007628116	0.006294204	0.003889114	0.004986059	0.004221069	0.00165973
YEL024W	0.00145179	0.010039255	0.012297567	0.010157673	0.006299385	0.008059121	0.00683191	0.002722975
YFR033C	0.001046122	0.007388638	0.009056575	0.007476101	0.004626456	0.005926158	0.005019768	0.001984995
YGR183C	0.000396538	0.00314431	0.003866909	0.003182204	0.001947651	0.002510722	0.002118047	0.000803288
YHR001W-A	0.000470699	0.003628875	0.0044594	0.003672428	0.002253484	0.002900655	0.00244933	0.000938201
YJL166W	0.000628872	0.004662356	0.005723069	0.00471798	0.002905766	0.003732304	0.003155892	0.001225944
YOR065W	0.002161738	0.014676363	0.017969573	0.014850636	0.009227137	0.01179197	0.010003294	0.004014492
YPR191W	0.002588355	0.017465587	0.021377991	0.017670723	0.01098647	0.014035102	0.01190903	0.004790583
YDL045C	0	0	0	0	0	0	0	0
YLR011W	0	0	0	0	0	0	0	0
YOR388C	0	0.013859546	0	0.004481625	0	0.000136402	0	0.004971753
YGR204W	0	0.003580794	0.000360157	0.001067193	0	0	0	0.001240912
YBR084W	0	0	0	0	0	0	0	0
YLR345W	0	0	0	0	0	0	0	0
YJL155C	0	0	0	0	0	0	0	0
YLR377C	0	0.00056399	0.000795349	0.000943672	0	0	0	0
YPL262W	0	0.000591895	0.00011704	0.000218364	0	0	0	0
YKL216W	0.000358173	0.000116335	0.000191715	0.00024004	0.000320551	0.000262868	0.00028498	1.53e-05
YEL047C	0	0.000139439	2.64e-05	0.040337928	0	0	0	0.00053335
YLR299W	0	0	0	0	0	0	0	0
YBR020W	0	0	0	0	0	0.047054431	0	0
YBR018C	0	0	0	0	0	0.021265804	0	0
YJL101C	0	0	0	0	0	0	0	0
YPR184W	0	0	0	0	0	0	0	0
YIL099W	0	0	0	0	0	0.000121585	0	0
YNL241C	0.000113692	0	0	0	9.22e-05	9.41e-05	5.86e-05	0
YBR196C	0.00380066	0	0	1.2e-05	0.000227686	0.001213328	0.00018288	0
YDR300C	5.89e-05	0	0	0	0	0	0	0
YMR250W	0	0.000579313	0	0.002004742	0	0	0	0
YDL215C	0	0	0	0	0	0	0	0
YAL062W	0	0	0	0	0	0	0	0
YOR375C	0.002227045	0.009159068	0.000433763	0.004135992	0.00186838	0.001471281	0.001360884	0.000908584
YDL171C	0	0	0	0	0	0	0	0
YOR323C	0	0	0	0	0	0	0	0
YFL060C	0	0	0	0	0	0	0	0
YNL334C	0	0	0	0	0	0	0	0
YPR035W	0.000191199	0	1.87e-05	4.98e-05	0.000141862	7.31e-05	9.27e-05	0
YMR084W	0	0	0	0	0	0	0	0
YKL104C	0	0	0	0	0	0	0	0
YOR168W	0.004132418	0.001898412	0.002594736	0.003041144	0.003784875	0.003252026	0.003456284	0.000964836
YGL245W	0.024118733	0.011335191	0.015319699	0.017874157	0.022129988	0.019080875	0.020249692	0.005993108
YOL033W	0	0	0	0	0	0	0	0
YCL035C	0	0	0	0	0	0	0	0
YPL091W	0	0	0	0	0	0	0	0
YDR098C	0	0	0	0	0	0	0	0
YDR513W	0	0	0	0	0	0	0	0
YER174C	0	0	0	0	0	0	0	0
YPL059W	0	0	0	0	0	0	0	0
YNL229C	0	0	0	0	0	0	0	0
YBR244W	0	0	0	0	0	0	0	0
YIR037W	0	0	0	0	0	0	0	0
YKL026C	0	0	0	0	0	0	0	0
YOL049W	0	0	0	0	0	0	0	0
YGR192C	0	0	0	0	0	0	0	0
YJL052W	0.109875362	0.002965774	0.004034008	0.010243793	0.050176807	0.038622567	0.037603212	0.001635217
YJR009C	0	0	0	0	0	0	0	0
YOR120W	0	0	0	0	0	0	0	0
YHL032C	0	0	0	0.000487911	0	0	0	0
YER062C	0	0	0	0	0	0	0	0
YIL053W	0	0	0	0	0	0	0	0
YIL155C	0	0	0	0.026525058	0	0	0	0
YDL022W	0	0	0	0	0	0	0	0
YOL059W	0	0	0	0	0	0	0	0
YPL110C	0	0	0	0	0	0	0	0
YDR408C	0.000233176	5.73e-05	0.00011213	0.000147271	0.000205818	0.000163872	0.000179951	0
YAL044C	0	1.91e-05	0	0	0	0	0	0
YDR019C	0	0.000181905	0	0	0	0	0	0
YFL018C	0.001106833	0.000289423	0	0.003301334	0.000975037	0.001113317	0.000762007	0.00044912
YMR189W	0	0.000625548	0	0.000154228	0	0	0	6.43e-05
YLR058C	0.000720031	0.036277224	0.000280601	0.011580877	0.000618051	0.00048534	0.000521008	0.013171543
YBR263W	0	0.035290634	0.000317715	0.011706087	0	0.000959999	0	0.007918604
YDR148C	0	0	0	0	0	0	0	0
YIL125W	0	0	0	0	0	0	0	0
YFR015C	0	0	0	0	0	0	0	0
YJL137C	0	0	0	0	0	0.000382455	0	0
YKR058W	0	0	0	0	0	0	0	0
YLR258W	0	0	0	0	0	0.000767293	0	0
YPR160W	0	0	0	0	0	0	0	0
YBR121C	0	0	0	0	0	0	0	0
YPR081C	0.001689641	0.000745012	0.001039447	0.001228207	0.001542686	0.001317376	0.001403744	0.000350257
YMR217W	0.007102839	0.003300945	0.004485967	0.005245677	0.00651138	0.005604561	0.005952173	0.001712161
YMR281W	0	0	0	0	0	0	0	0
YCL052C	0	0	0	0	0	0	0	0
YJR013W	0	0	0	0	0	0	0	0
YKL165C	0	0	0	0	0	0	0	0
YBR004C	0	0	0	0	0	0	0	0
YGL142C	0	0	0	0	0	0	0	0
YDR302W	0	0	0	0	0	0	0	0
YLL031C	0	0	0	0	0	0	0	0
YGR267C	0	0	0	0	0	0	0	0
YBL033C	0	0	0	0	0	0	0	0
YDL238C	0	0	0	0	0	0	0	0
YDR399W	0	0	0	0	0	0	0	0
YER141W	0	0	0	0	0	0	0	0
YPL172C	0	0	0	0	0	0	0	0
YLR446W	0	0	0	0	0	0	0	0
YFR053C	0	0	0	0	0.004442428	0	0	0
YGL253W	0	0	0	0	0	0	0	0
YCL040W	0	0	0	0	0	0	0	0
YCL030C	0	0	0	0	0	0	0	0
YFR025C	0	0	0	0	0	0	0	0
YIL116W	0	0	0	0	0	0	0	0
YPR033C	3.71e-05	0	0	1.76e-06	2.58e-05	8.59e-06	1.52e-05	0
YBR034C	0	0	0	0	0	0	0	0
YJL200C	0	0	0	0	0	0	0	0
YDL131W	0.01615895	0.000422193	0.005290952	0.007325406	0.013560705	0.009136884	0.010602896	0
YDL182W	0	0	0	0	0	0	0	0
YLL062C	0	0	0	0	0	0	0	0
YPL273W	0	0	0	0	0	0	0	0
YIL094C	0.000386564	0	6.13e-05	0.000122214	0.00030881	0.000176424	0.000220295	0
YJR139C	0.000170204	0	0	0	0	0	0	0
YHR025W	5.04e-05	0	0	0	0	0	0	0
YNL277W	0	0	0	0	0	0	0	0
YDR453C	0	0	0	0	0	0	0	0
YGR209C	0.000208565	8.08e-05	0.000143856	0	0	0	0	0
YLR043C	0	0	0	0	0	0	0	0
YBL064C	0	0	0	0	0	0	0	0
YCR083W	0	0	0	0	0	0	0	0
YLR109W	0	0	0	0	0	0	0	0
YDR272W	0	0	0	0	0	0	0	0
YOR040W	0	0	0	0	0	0	0	0
YNR041C	0	0	0	0	0	0	0	0
YPL214C	0	0	0	0	0	0	0	0
YDL205C	0	0	0	0	0	0	0	0
YLR450W	0.000456028	0.000162539	0.000254017	0.000312664	0.00041037	0.000340368	0.000367202	3.99e-05
YML075C	0.000459595	0.000164223	0.000256289	0.000315311	0.000413644	0.000343193	0.000370199	4.08e-05
YML126C	0.029573186	0.013910542	0.018792429	0.021922199	0.027136532	0.023400694	0.024832753	0.007365345
YOL055C	0	0	0	0	0	0	0	0
YPL258C	0	0	0	0	0	0	0	0
YPR121W	0	0	0	0	0	0	0	0
YBR248C	0	0	0	0	0	0	0	0
YOR202W	0	0	0	0	0	0	0	0
YHR216W	0	0	0	0	0	0	0	0
YLR432W	0	0	0	0	0	0	0	0
YML056C	0.001114071	0.000473247	0.000672987	0.00080104	0.001014379	0.000861531	0.000920122	0.000205449
YBR011C	0	0	0	0	0	0	0	0
YMR267W	0	0.002649459	0.00187105	0	0.000870132	0	0.00079484	0.000207978
YLR028C	0.001039603	0.000438085	0.000625574	0.000745772	0.000946025	0.000802553	0.00085755	0.000186714
YMR120C	0.001511119	0.00066072	0.000925783	0.001095714	0.001378823	0.001175988	0.001253741	0.000305343
YDR315C	0	0	0	0	0	0	0	0
