,Protein.IDs,REF1,REF2,REF3,Temp36_1,Temp36_2,Temp33_1,Osmo0.4_1,Osmo0.4_2,Osmo0.4_3,Osmo0.2_1,Osmo0.2_2,Osmo0.2_3,Osmo0.6_1,Osmo0.6_2,Osmo0.6_3,EtOH20_1,EtOH60_1,EtOH20_2,EtOH20_3,EtOH60_2,EtOH40_1,EtOH40_2,EtOH40_3,EtOH60_3,Temp33_2,Temp33_3,Temp38_1,Temp38_2,Temp38_3,Temp36_3,Osmo0.8_1,Osmo0.8_2,Osmo0.8_3,Osmo1.0_2,Osmo1.0_1,Osmo1.2_2,Osmo1.2_1,Osmo1.2_3,Osmo1.3_1,Osmo1.3_2,Osmo1.3_3,Osmo1.4_1
508,P28321,1628.827239,1788.558784,1829.295608,2050.338535,2156.244214,1894.910987,1650.038106,1733.157565,2088.521178,1839.551954,1735.478715,2199.988033,1758.615528,1856.248179,2096.842093,1997.150236,3192.802211,2090.163075,2684.737651,3942.071711,2539.749349,2859.531611,3057.51881,4493.311612,2022.293696,2171.150457,2079.312332,2070.017601,2190.394472,2619.076076,2396.910408,2760.182147,2620.852655,3217.132215,2846.05162,2888.797468,2571.319774,2804.971349,2903.125662,2632.754313,3100.14336,2238.215377
509,P28495,4992.645787,5198.903075,5930.011393,5728.282025,5542.600171,5985.091766,4904.887316,4759.137272,5947.358889,4886.601657,5018.805047,5227.768288,4697.645071,4665.0867,5081.423629,4409.838928,5321.374617,4482.463165,5164.190179,4935.50641,4407.107653,4567.968699,5024.880776,5477.021694,5463.324634,5446.537566,4266.306697,4229.356431,4507.613637,5744.53397,5327.2442,5520.314859,5442.375762,6095.040645,5423.151077,5441.444543,5362.082498,5764.840983,5759.248105,6167.653926,5268.678808,5579.113731
512,P28737,207.716745,205.143238,231.4912298,148.1115184,164.5230156,205.0070862,151.6495053,184.1233403,NA,195.1757153,218.2855625,NA,170.300088,178.0376164,204.6745106,168.8555067,179.7055917,185.0399634,NA,224.7988514,187.6997869,288.7465632,222.8470938,222.5868361,138.680424,185.515152,132.0486553,277.0049054,218.3813508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,P28777,2986.189284,3039.482633,2916.251645,2339.390652,2279.864172,2786.329401,2791.046557,2867.157183,3365.895019,2890.279418,3137.829045,3231.311996,2616.185382,2533.057864,3225.243329,1865.20272,2470.650072,2079.484586,2579.99277,2670.427919,2815.450817,2598.700158,3271.581561,3147.654231,2688.544325,2770.782152,2029.914524,1641.39325,2197.802192,2713.323535,3002.508226,3445.069349,3142.244301,3933.161925,3345.172944,3475.82432,3373.675392,3181.615969,3266.132856,3476.082919,3682.959996,4793.674769
514,P28778,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,P28789,630.7290716,678.895731,678.0745012,506.5782515,556.1531954,574.4964574,842.3938791,827.3717195,742.7121424,724.9168785,674.0863946,812.8437972,806.6127462,1005.211926,980.3753044,449.8482875,876.1360762,563.3172371,620.2603814,835.567515,786.3080513,1108.307806,891.7207261,991.3774743,654.6625837,666.4653182,267.6710573,447.9853587,306.1300008,669.7882334,1188.893873,1269.372061,1140.535181,1697.097405,1272.905645,1216.044838,1415.993482,1315.862657,1444.043174,1491.166975,1927.632893,763.9991938
516,P28834,24490.60242,22998.70269,21645.99512,24390.33794,28528.66448,25191.48193,35572.76234,32251.97025,27942.59102,29617.91291,28178.90429,31516.27209,37762.63245,36748.89551,51275.38081,52723.84815,45156.47413,55878.89196,71757.3707,47362.10088,67752.17151,63818.49286,81086.45396,50443.54082,29579.67879,33593.37753,20808.30415,21320.03015,23179.0959,34285.49035,26828.71502,29664.19597,28000.59211,44868.54283,36006.66774,34879.78553,36906.94342,33832.5596,37968.91452,39111.3679,38738.57098,21185.32428
517,P29055,NA,160.7585564,181.6863892,214.0589852,171.74145,199.9124784,201.6339381,244.4792006,196.1598551,206.9131772,208.2250186,311.8394066,185.1854754,155.6816579,168.5703807,250.0882962,223.4793966,168.7954113,220.0568092,298.690484,199.17247,241.8835822,376.3009421,NA,195.3869158,233.271179,349.3331931,245.0477569,385.1672863,247.4939177,124.5127693,NA,134.0326166,NA,NA,128.2079083,126.9274453,NA,NA,138.6068132,135.5805137,NA
518,P29295,580.7313852,475.4751324,597.7596981,NA,472.9628553,437.072763,1057.891975,460.6416613,590.6642628,559.7947667,545.190921,757.4230644,853.6817259,523.7121969,684.669355,549.1132942,591.2057814,NA,652.0330864,749.7135123,691.6077614,479.6468533,297.3666046,630.0984167,438.1394002,NA,329.1168057,450.7328455,NA,622.7714021,1017.87701,918.0254632,1008.702617,1049.931854,1025.488394,987.663168,1029.421377,899.6781179,959.5305334,892.5587659,754.1588491,986.2077257
519,P29311,13477.33405,14195.29606,14981.31939,15000.70292,15203.79172,14425.56077,11255.1791,11829.36868,15593.25871,11297.83158,15275.38611,12584.81421,9553.205726,9586.117551,10967.31781,15908.25403,10037.18376,14432.21155,15244.32874,11490.67335,9476.566067,12245.85501,12798.34288,13048.27613,14411.61404,15006.27598,12588.23025,13168.62465,12859.85821,17012.52258,15221.26742,14574.29034,13145.25801,13652.5017,12752.9223,12256.72519,13359.18196,13161.86997,13230.84047,13878.77369,15591.54526,15888.86687
520,P29453,25891.05398,26493.81601,28295.91038,27367.1178,28749.87744,27166.24789,29115.53902,30275.17481,30968.8428,28107.1371,31328.97411,31966.22501,28161.10088,30047.76644,33880.53398,23881.65963,26078.59619,29214.33769,26523.98109,25860.62176,25289.24404,23378.36846,29868.73533,30579.07202,31423.43583,31299.26197,27462.00414,25466.5013,30185.18001,32522.75287,16930.96926,16047.76794,16932.30052,17146.66757,16174.32762,14288.70002,14824.79678,14017.11892,16369.82121,15764.64114,16581.58143,12250.12788
522,P29469,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,P29478,338.5651125,322.2598315,336.5309374,262.1415612,307.502466,274.8639006,294.8269732,306.016649,335.4879582,279.7249593,247.8998279,279.8531793,297.4411459,289.4044824,331.3043716,282.2074956,283.9135491,326.0146826,299.6602023,294.031832,278.1954325,314.2126236,336.419674,296.833769,334.9725648,290.2575335,293.4664949,194.8451191,314.0283801,362.7831101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,P29509,4346.058933,4785.565246,4819.957117,4935.114159,5248.356359,4909.69152,4796.551004,4509.482582,5333.37293,4450.375741,4506.489977,5391.062486,4840.140473,4602.315882,5270.761295,4131.863148,4388.540001,4218.491743,5523.209535,3603.936358,3631.156785,3615.689628,3913.676008,4937.356782,5258.516762,5837.710796,6083.100426,5204.611675,6955.385843,6025.013216,5562.101503,5792.372924,5569.649818,5430.126086,5721.845844,5901.202017,5643.687151,5470.17411,6127.335467,5941.640714,6309.906362,4243.853539
525,P29547,8504.2319,9853.405772,10763.70939,14391.96992,12857.39795,9291.095901,11004.66985,10595.50397,11602.82846,10957.16959,8687.469104,11969.60214,11623.65481,10501.17989,11912.30982,11146.14935,9441.906531,9565.722681,13003.61252,8941.4493,8562.751205,8750.838443,9901.833389,11516.08307,9927.235414,14068.1498,11540.37506,13441.81275,11336.89965,15087.5664,8158.316293,7049.93732,6855.147581,7339.572336,7502.715347,6829.209987,6381.849223,6761.637554,6566.621012,6725.479578,6114.096059,7487.983874
526,P29703,174.0288852,171.4684783,142.7433231,NA,127.1960269,119.9244464,141.7500561,NA,120.3889928,109.6901701,135.654883,124.4533822,130.3041722,106.9227575,108.1245655,133.551834,80.91297593,202.4074244,134.6332674,NA,79.26212264,115.0851101,133.7507867,NA,107.7018286,171.286743,86.36098179,139.1623665,100.0640947,144.2759138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,P29704,1705.031593,1724.942316,1738.658288,1289.505923,1271.714755,1405.073375,1580.028347,1355.111427,1706.446689,1728.075684,1673.185896,1810.182713,1222.094593,1318.89717,1348.602878,1270.194171,1800.136794,1351.605652,1556.700986,1641.344823,1579.715067,1398.107954,1969.329796,2077.791874,1310.827742,1376.073394,1618.36112,1422.365766,1836.522317,1438.236873,1240.158561,1168.196324,1347.556066,886.4422011,913.8413948,866.8746782,813.9927657,792.8197237,954.5577265,1030.101342,868.0745803,1385.722536
528,P29952,7130.838753,7425.916169,7923.269068,8789.741803,7717.43074,8144.308761,8335.560616,8982.263337,8886.293702,8488.574313,7739.209776,9657.649031,8412.168599,8312.732818,10008.47503,7645.90305,8079.092038,7914.440422,9207.812593,7707.967049,6138.992702,7348.626099,7687.694342,8921.676807,7431.510255,8479.352668,6938.375067,7410.189204,7543.506188,9525.796036,7498.144081,7730.010607,7975.91396,7866.640731,8608.719344,8374.524931,7734.121792,7365.388268,7686.487273,7216.561244,7350.011844,4272.960255
530,P30624,3884.545486,3992.699189,4275.98395,4584.197085,4779.149246,3747.237684,3271.846572,3394.636468,4290.395123,3232.082183,4185.071761,3484.19547,3119.38646,3043.703466,3255.523688,1981.399194,4189.022604,1600.717483,1586.054197,3853.414377,2914.940185,3014.5774,3312.672249,4987.412108,4311.835783,4588.124463,3715.236061,3860.022693,4344.401607,6315.387649,3137.647758,3028.234076,3143.472239,2312.582445,3071.906567,2326.722307,2318.122512,2357.823023,2298.145478,2217.347774,2212.856577,1865.684455
531,P30656,488.7168929,514.711037,488.3755208,578.0239999,553.5792596,498.4285189,530.1265131,546.3337409,561.7915129,471.0995401,525.8404474,582.1994566,531.5370939,527.3774127,653.7894451,467.9073816,515.5174967,540.4739433,713.9037945,551.0161402,553.8533359,598.2080425,670.490379,571.4162229,517.8562022,593.0891897,502.7291785,506.5077279,549.8785725,648.0702646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,P30657,141.4420242,143.7982071,162.0616926,169.7823222,148.0350429,158.1900395,134.0253462,150.9319608,154.3266668,139.284632,155.8487532,129.9696754,151.9660987,132.1008974,163.0275465,159.5432302,137.1385687,145.6321553,187.4970743,142.896787,131.1382906,160.1847581,186.9049184,167.9774829,149.3117334,124.5578889,115.5610019,116.2046439,120.4457723,183.5247853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,P30665,124.9476163,201.6674085,234.414935,146.7645619,161.5712741,175.1566438,178.1108777,141.5571713,264.6809045,155.2682749,108.7295231,183.8552546,153.7545054,162.3669757,187.6706364,209.0267613,257.4945925,170.4853245,186.941672,269.9364709,236.7409928,218.4831104,252.4261986,325.2763309,182.5487016,222.9800601,135.9388202,40.14111369,173.383282,224.3360159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,P30771,NA,NA,NA,173.5385117,NA,NA,NA,NA,NA,98.35424699,102.1989119,NA,NA,130.7926196,NA,NA,284.665141,NA,NA,297.5216739,244.8259127,NA,NA,NA,NA,NA,NA,271.9783414,NA,225.7073121,522.5823058,695.8598365,537.4545611,735.6593065,500.4836656,583.0726747,992.284646,919.6942604,619.6689625,659.3910036,501.2644759,761.9086009
535,P30822,870.6957359,969.7169944,943.3594605,1106.732085,1069.96069,1047.494437,877.7355669,950.5458726,1017.565437,847.4410851,754.2478698,1106.80305,930.2927888,959.6354312,1146.171617,773.456124,1657.529769,862.7317901,1113.059938,1533.580747,1069.275781,1197.679885,1033.508053,1742.299637,852.4774052,1113.227438,1523.339732,1570.177613,1767.937436,1481.415749,1092.060853,1137.550009,1023.393795,1075.089075,1056.719757,1087.286667,1083.75582,1067.311788,1031.1728,1018.603654,1134.991467,1421.639488
536,P30902,10738.48632,11000.53089,10926.1479,9405.594252,9045.449572,10179.09041,10974.2628,11020.74364,11287.55313,11825.0377,9696.829017,12460.42529,9917.495604,12117.38386,13429.32254,13881.30381,11542.6994,16986.32353,17927.76119,13786.12638,14389.30095,21460.04112,16278.39726,12272.44939,9130.872075,9174.429071,1904.710039,4207.651072,2396.397902,10017.43979,15504.04375,16035.80753,14922.60932,17490.0227,15580.19974,14442.10208,15708.98925,16661.82277,15730.84855,14699.71301,14254.85765,7951.960397
537,P30952,976.7848395,1312.669146,979.7395907,1089.946093,1480.838406,1471.157942,377.7065575,738.2980503,1106.603394,721.9087231,1246.029093,673.7801219,347.0011525,474.3196043,423.1900699,9010.797453,320.7839069,1136.945025,6408.387595,915.8337641,3232.717778,5595.865004,5133.463188,212.6840856,1180.658601,1255.723658,102.4640657,114.3945283,NA,793.3062891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,P31116,16735.55653,16489.7401,17784.50058,18984.19026,16569.10037,17838.25339,18461.61179,18325.67195,18166.12209,17705.23479,17861.38991,19735.06967,19208.38518,19401.42522,19703.06889,19487.4504,20539.62158,18968.50085,22176.21143,19068.30742,19633.77761,16651.91248,21042.83342,21988.07539,19540.91139,17476.05535,22826.08892,20555.97316,23382.38166,19511.37945,11815.75586,12177.8623,11835.66545,14119.66759,12444.37797,12635.84817,13701.19546,12465.42323,13433.61144,14283.66712,14913.57706,16737.4555
539,P31334,26.29823589,25.69162844,23.959981,21.45399382,19.86007132,21.30089568,26.69705393,25.6310631,26.85833859,25.90859872,20.15768622,26.89344888,24.7507152,23.89178112,27.82674892,18.75762167,32.94991185,19.63704975,23.01777147,36.04719111,40.00715212,45.06227878,38.01270105,36.1023869,18.09914728,22.22779658,18.85199116,26.73174354,23.02332747,22.59981191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,P31373,12626.92915,13022.70486,14802.94069,12639.87007,13567.07684,13992.38975,17230.18759,15587.74371,15027.93248,15611.62899,13892.0175,17136.94246,18319.95553,20907.43676,21160.42543,14301.52891,21239.0602,10739.25533,14535.73297,16950.99473,13358.25739,13948.24709,15444.93483,24458.8597,19068.31729,17396.47745,20742.72384,16549.93652,22579.5482,17125.67063,10374.89584,10185.81365,11292.36384,10814.69208,11767.90164,10051.19562,11643.60888,10868.49165,11172.66794,12833.98595,10353.44164,13035.72871
541,P31377,NA,115.4072471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.883722,101.3902473,NA,NA,145.4838375,114.7960463,NA,163.0077295,161.0717215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,P31383,740.1394709,935.2212032,916.2486937,934.4984027,944.2566528,883.3902781,710.753664,975.5127625,821.7256881,877.3466843,883.5193775,902.1273191,759.9837418,795.3035906,920.8541607,612.3615544,849.1621619,643.5280962,766.3418261,794.3183803,715.4881765,797.3714938,760.4070626,967.0199635,796.08154,838.8941793,652.1156106,710.3718848,621.9277351,966.9978673,473.6416021,466.2256879,477.6817657,420.3340192,429.0043619,424.5114307,407.4161486,412.9576732,434.3962529,390.9226295,427.4706173,396.1838762
543,P31384,541.0577204,584.1335603,704.5239433,492.6748444,550.1454634,521.6527664,479.8634709,536.8617163,598.5062268,460.1809645,613.2220662,584.6802521,543.3532559,513.0019124,657.148382,711.7281451,440.4455839,561.8142283,732.1957717,404.3838409,495.380959,569.4331492,406.2116007,514.7442219,542.6050733,576.3652674,363.4227569,592.8541914,575.7304611,535.8508888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,P31412,5163.314286,5629.325601,6234.136751,6153.00483,6429.869386,5673.106001,6050.446649,5394.985146,6870.524231,5877.271649,5757.110953,6839.236014,5770.122354,6110.786989,6944.655374,6834.96378,8341.694434,7089.938362,8401.536129,7976.15297,6924.564156,6511.315491,7761.715051,9608.907806,6348.330222,7053.37546,7946.197608,7339.268314,8458.411092,7311.943114,3635.766908,3936.411579,3556.80407,4326.913027,4201.930385,3917.166243,4047.464459,3979.424253,3920.114806,3805.255385,4157.318208,4884.517463
547,P31787,25995.52526,24920.12731,14251.40117,23712.96276,21862.28419,22993.23316,23654.71773,21255.19124,18494.21204,25245.47875,26894.19693,NA,17496.94066,NA,NA,27652.81074,10340.01661,22354.84232,NA,9384.449189,12420.57125,15061.20112,NA,11218.61099,22279.12736,19320.41812,11045.37007,10336.38981,NA,NA,22386.02796,22577.32809,22950.86071,19429.46041,21725.83112,19976.69862,20037.99162,19682.10294,20244.2235,18981.19074,19612.70154,13877.75524
548,P32048,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.66612186,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.79452589,NA,54.3298146,NA,NA,NA,NA,NA,62.20638952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,P32178,478.3755011,423.3368601,444.3000084,481.0303599,556.2559711,497.545753,459.8898726,493.1923278,491.0834291,511.8199473,476.0455893,580.1401701,487.6687831,478.0021786,518.1996545,520.4010124,601.3666628,516.5099997,685.3920085,645.7917955,481.3832062,440.1494622,589.1426659,675.0683229,660.5564652,589.0671202,720.4328295,560.8057056,685.4942829,618.4074762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,P32179,3828.596545,3714.487744,3979.884491,3095.544734,3330.630563,3454.325467,3441.80047,3404.597301,4391.796734,3482.273927,3700.40419,3773.759333,3595.380526,3529.99332,4010.520249,3227.619771,5719.667261,3225.966893,3580.703228,5048.358507,4333.027068,3481.749014,4900.202876,6364.232997,3706.540191,3734.707819,4125.120185,3480.175223,4546.238608,3592.211968,2221.953159,2093.514313,2185.024314,2586.56741,2245.165106,2343.380085,2466.749786,2139.437851,2556.718149,2755.351557,2534.689928,5665.095001
553,P32263,3223.908984,3233.662703,3298.211225,2990.77041,3486.914853,3287.11681,3231.218744,3043.464176,3570.081355,3084.636581,4056.460269,3804.372536,2786.577351,3164.256676,3706.056086,3550.034294,1945.863936,3535.392784,4046.477971,2201.49655,1869.599344,2752.712306,2425.36168,2914.815954,3113.276025,3509.239351,3024.356743,2908.124344,3218.145503,3838.874281,2477.472688,2157.951388,2503.41481,2166.223723,2735.906238,2466.169003,2135.341454,2169.247591,2973.583512,3381.281569,2537.367298,2229.747636
554,P32264,651.3445216,712.5278029,711.285668,658.8172428,842.3119753,767.9348683,738.8774776,714.4320796,707.32687,826.0751767,624.7322504,906.5536047,770.9898056,859.295088,928.8532962,510.7591577,878.0598371,658.0901949,635.2784148,733.8415842,681.5810177,811.7424238,803.2808156,907.9976687,906.8611447,890.3222004,852.3134807,821.6362658,1115.21456,875.7091132,1298.366954,1195.450387,1103.744703,1488.210102,1439.019537,1077.269159,1178.359113,1176.182801,1306.294684,1220.723363,NA,1066.77764
557,P32316,8414.659656,9615.371513,8953.011665,10061.51056,10553.50587,12872.71816,9515.068917,11011.21592,11236.00508,10115.8823,10396.90814,11840.08139,10213.18802,10231.51773,12675.45943,21634.48224,10999.74804,24267.49909,22952.92166,18402.92024,26495.65654,29055.22304,30134.67135,12652.12369,10040.26675,14034.8298,1779.045759,6276.909711,2559.275647,15312.69008,19422.84214,19376.15775,18647.2532,23289.90298,18954.92561,20604.66054,17038.94309,21092.64377,20040.90312,17601.89768,20598.64344,5853.932915
558,P32318,NA,NA,NA,NA,NA,11.31709376,39.93778774,NA,NA,25.24032673,NA,NA,NA,34.84562927,NA,NA,NA,42.61552392,NA,NA,14.32718527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,P32331,245.1123107,296.1391229,270.4267665,188.5529553,191.5644941,220.8267253,211.0465974,176.2049903,296.8503314,252.3227816,336.1267488,255.7886286,219.72962,257.8860208,247.7511566,431.6584263,160.0722142,312.1926351,408.4144179,142.4179605,302.9309993,229.3062998,288.3116172,188.226956,229.4922138,212.4564261,110.9369769,102.2821769,161.58914,212.5521487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,P32332,1091.733568,978.238597,1222.662294,1168.819411,1270.647692,878.9656494,1568.017903,1248.385995,1110.886143,1172.099928,997.222038,1304.150559,1420.377005,1325.369463,1619.671888,1512.520479,1173.141906,1319.485529,1315.486929,990.8724038,1201.730109,1394.147088,1324.730834,1468.947713,1755.312407,2014.723462,2630.449425,2109.270295,2652.23062,1628.70738,2212.168213,2453.257053,2091.347582,2432.368913,1935.055697,1697.125375,1642.184776,1696.926408,1798.709658,1965.804239,1627.779646,4516.230171
564,P32333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.96747901,20.14515222,13.07528998,NA,NA,NA,NA,NA,16.6587093,NA,NA,NA,NA,614.4993086,NA,NA,842.6176601,NA,NA,455.5763958,395.8087436,NA,648.4112093
566,P32340,17367.15331,15738.98269,17175.96756,16383.89033,16939.93004,16882.25019,17761.17008,17869.27908,18974.04699,19708.13696,16004.29084,19297.33771,17997.56542,21695.4316,22835.42654,17194.49896,26406.11387,18348.34034,22998.78557,25004.29431,20527.72275,32306.59676,27041.71942,29044.35342,14744.63511,18708.35306,5254.60584,17853.55034,7917.242772,19425.02338,13576.71033,14136.18335,13386.05034,15606.42989,15441.68269,15075.35809,13889.676,13383.73948,13182.71409,11863.43406,12172.63959,4775.725851
568,P32347,1376.068772,1400.564996,1561.022279,759.3593233,987.18633,1164.648099,1325.390606,1331.995618,1689.864414,1398.774441,1399.928573,1574.416026,1228.544126,1275.138077,1445.010638,1105.376517,898.0548241,1137.821235,1460.186179,872.5529319,984.6953223,1146.849793,1092.278661,959.3577552,1225.996721,1160.146932,430.9763911,401.3109381,407.385694,1049.676561,2213.151525,2281.471855,1942.330528,1383.859744,1503.17064,1135.608585,1147.817312,2120.489837,1059.226975,1379.150449,1569.957097,1886.603394
569,P32349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.60703334,NA,NA,NA,NA,55.63099045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,P32353,231.8279804,145.0046331,232.8472199,108.8602286,65.19193015,121.7560676,410.4628502,342.4308975,247.6285117,306.1191011,185.523291,212.6066695,388.1881025,603.6959366,449.9633189,54.59953397,58.13316362,137.7516815,NA,57.3768033,37.52811192,48.54575169,NA,119.0584481,55.7157263,67.64342278,145.8957165,168.9726351,76.69815059,61.66938349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,P32364,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,P32367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.960580078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,P32368,765.0982183,698.7844368,777.3762402,734.6619948,715.9985261,643.7668008,814.3969926,701.6177919,741.9881016,728.1198437,692.8630862,777.7093759,805.579737,858.9700984,840.5147341,679.7603401,916.6305323,720.4353876,835.2592761,1007.727488,787.354414,875.0934037,874.4352144,1004.801648,636.6064924,844.0616523,845.2794269,809.8409503,953.2581748,751.8776774,426.6728931,445.7263175,416.9567709,610.8996868,387.4496003,533.0326485,400.9920736,415.7967287,333.5553562,369.6310625,376.3992033,281.1654393
