#id: 137
#name: E.coli - Whole organism (Integrated)
#score: 23.08
#weight: 
#description: integrated dataset: weighted average of all E.coli WHOLE_ORGANISM datasets<br/><b>Interaction consistency score</b>: 23.08&nbsp<b>Coverage</b>: 99
#organ: WHOLE_ORGANISM
#integrated : true
#coverage: 99
#publication_year: 2017
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#internal_id	string_external_id	abundance
6883708	511145.b3091	5.36
6884434	511145.b3891	38.2
6882112	511145.b1335	7.21
6882274	511145.b1521	26.5
6881967	511145.b1184	0.002
6883512	511145.b2872	25.5
6882234	511145.b1477	0.137
6884944	511145.b4513	0
6882867	511145.b2162	0
6881341	511145.b0503	2.19
6881634	511145.b0833	1.77
6884432	511145.b3889	0.262
6882378	511145.b1633	3.48
6881889	511145.b1098	32.0
6883705	511145.b3088	0.193
6884475	511145.b3934	1.69
6882098	511145.b1321	4.84
6884457	511145.b3916	431
6882341	511145.b1596	0.891
6884353	511145.b3794	7.85
6882381	511145.b1636	24.7
6882271	511145.b1518	18.1
6882505	511145.b1764	146
6884813	511145.b4312	1.9
6884938	511145.b4504	0
6881216	511145.b0368	0.28
6883511	511145.b2871	4.04
6881253	511145.b0410	122
6884660	511145.b4138	24.0
6882697	511145.b1970	3.19
6880913	511145.b0031	199
6884646	511145.b4123	1.73
6883088	511145.b2399	0.732
6882737	511145.b2021	160
6884486	511145.b3945	79.7
6884349	511145.b3790	0.421
6883148	511145.b2463	422
6881316	511145.b0474	882
6884689	511145.b4170	6.53
6884534	511145.b4003	0.331
6881799	511145.b1000	206
6882254	511145.b1497	0.011
6881633	511145.b0832	0.595
6883478	511145.b2828	8.48
6881768	511145.b0968	75.4
6881724	511145.b0924	37.0
6883760	511145.b3151	0.459
6882791	511145.b2076	0.315
6882246	511145.b1489	0.542
6883005	511145.b2306	57.6
6881534	511145.b0726	373
6882844	511145.b2137	57.4
6881778	511145.b0979	0
6883377	511145.b2722	0
6882785	511145.b2070	0.767
6883117	511145.b2432	10.3
6881819	511145.b1023	0.05
6881074	511145.b0198	13.4
6881351	511145.b0514	1.02
6884338	511145.b3778	3.3
6883378	511145.b2723	0.008
6881491	511145.b0677	87.6
6883561	511145.b2925	1372
6882247	511145.b1490	27.2
6883185	511145.b2500	56.5
6884845	511145.b4349	16.7
6881874	511145.b1083	64.5
6882897	511145.b2195	1.52
6881158	511145.b0305	0.19
6884025	511145.b3439	140
6884878	511145.b4385	0.515
6882806	511145.b2095	1769
6882967	511145.b2268	1.98
6881811	511145.b1013	3.05
6884225	511145.b3646	0.007
6882047	511145.b1269	48.1
6882352	511145.b1607	0.03
6882828	511145.b2120	0.115
6882894	511145.b2192	0.26
6881981	511145.b1198	28.8
6883686	511145.b3068	80.8
6881415	511145.b0587	0.501
6880978	511145.b0099	3.13
6881992	511145.b1209	61.7
6884020	511145.b3432	75.3
6884230	511145.b3651	6.27
6881078	511145.b0208	11.0
6881466	511145.b0641	57.9
6882139	511145.b1370	0.228
6884064	511145.b3479	0.848
6883015	511145.b2316	250
6881906	511145.b1115	0
6883501	511145.b2852	0
6883397	511145.b2742	32.3
6881560	511145.b0759	127
6883427	511145.b2774	0.089
6884310	511145.b3738	13.7
6884095	511145.b3513	18.2
6882772	511145.b2057	0.328
6883305	511145.b2628	0.967
6883336	511145.b2674	2.5
6883490	511145.b2840	7.38
6882846	511145.b2141	0.065
6884777	511145.b4265	6.13
6883746	511145.b3137	1.11
6884097	511145.b3515	0.511
6884374	511145.b3822	0.594
6883045	511145.b2349	1.26
6884530	511145.b3999	54.6
6882308	511145.b1557	26.5
6883104	511145.b2419	0.803
6884286	511145.b3714	2.14
6881243	511145.b0400	5.5
6881294	511145.b0451	76.3
6882731	511145.b2015	0.626
6882471	511145.b1730	0
6882752	511145.b2037	0.28
6884685	511145.b4166	0.014
6883423	511145.b2768	0.025
6883786	511145.b3179	26.6
6881726	511145.b0926	1.96
6882402	511145.b1657	7.07
6882735	511145.b2019	233
6882432	511145.b1689	1.19
6882083	511145.b1305	105
6882103	511145.b1326	21.6
6882934	511145.b2234	240
6883522	511145.b2882	0.072
6883256	511145.b2571	85.8
6882140	511145.b1372	0.751
6884340	511145.b3780	137
6881959	511145.b1176	42.7
6884970	511145.b4551	14.4
6881361	511145.b0525	755
6884800	511145.b4298	1.78
6882336	511145.b1591	7.78
6883270	511145.b2585	243
6884714	511145.b4195	1.9
6882933	511145.b2233	0.08
6882337	511145.b1592	0
6882130	511145.b1353	2.27
6883590	511145.b2957	47.6
6884943	511145.b4512	2.39
6880972	511145.b0093	2.85
6881038	511145.b0161	397
6883921	511145.b3328	0
6882805	511145.b2094	1432
6881084	511145.b0214	3.78
6882953	511145.b2254	15.5
6883723	511145.b3106	1.24
6883444	511145.b2791	1.27
6881073	511145.b0197	1138
6883063	511145.b2371	0
6881700	511145.b0900	0.003
6883168	511145.b2483	0
6882892	511145.b2187	165
6883839	511145.b3233	387
6882747	511145.b2032	24.4
6883098	511145.b2413	22.1
6884346	511145.b3787	4.84
6884564	511145.b4037	198
6882149	511145.b1381	2.28
6884632	511145.b4109	0.596
6884137	511145.b3557	0
6884897	511145.b4406	94.5
6882713	511145.b1993	9.99
6882225	511145.b1466	0.925
6884241	511145.b3663	1.58
6882013	511145.b1233	14.4
6883919	511145.b3326	0.016
6881934	511145.b1144	0.01
6884437	511145.b3894	13.2
6881299	511145.b0457	0.424
6884326	511145.b3754	0.032
6882073	511145.b1295	65.0
6883214	511145.b2529	793
6881792	511145.b0993	0.76
6882511	511145.b1770	10.9
6884935	511145.b4487	47.6
6882818	511145.b2107	165
6881004	511145.b0127	44.3
6882648	511145.b1913	5.76
6882124	511145.b1347	1.13
6884927	511145.b4478	0.147
6884091	511145.b3509	733
6881156	511145.b0303	0.512
6881488	511145.b0674	140
6883354	511145.b2699	355
6882641	511145.b1902	1.98
6882991	511145.b2292	0.069
6883715	511145.b3098	1113
6883669	511145.b3051	2.46
6881723	511145.b0923	93.2
6883365	511145.b2710	0.173
6884278	511145.b3706	88.6
6883821	511145.b3214	0.251
6881040	511145.b0163	797
6881624	511145.b0823	0.03
6880922	511145.b0040	0.035
6882355	511145.b1610	2.35
6881530	511145.b0721	58.3
6883583	511145.b2950	0.915
6883946	511145.b3353	0.751
6881578	511145.b0777	0.526
6882635	511145.b1894	0.041
6881099	511145.b0233	3.04
6883554	511145.b2918	0.148
6881829	511145.b1037	24.0
6882439	511145.b1696	0.327
6884584	511145.b4058	55.1
6883631	511145.b3009	3.27
6881019	511145.b0142	2.88
6881539	511145.b0731	0.035
6882288	511145.b1535	1.61
6881594	511145.b0793	0.423
6884834	511145.b4333	8.54
6883157	511145.b2472	18.2
6882764	511145.b2049	0.416
6882269	511145.b1516	374
6881187	511145.b0337	170
6884320	511145.b3748	130
6881336	511145.b0494	36.9
6881208	511145.b0358	0.018
6883932	511145.b3339	9789
6884535	511145.b4004	0.423
6882579	511145.b1838	0
6882468	511145.b1727	108
6883977	511145.b3386	545
6882010	511145.b1227	0.773
6883398	511145.b2743	21.2
6883945	511145.b3352	10.9
6882989	511145.b2290	46.6
6882690	511145.b1960	0.992
6881378	511145.b0546	0.576
6884501	511145.b3961	69.7
6884488	511145.b3947	0.876
6882495	511145.b1754	2.3
6881461	511145.b0636	16.3
6881509	511145.b0697	0.799
6882612	511145.b1871	7.25
6884849	511145.b4353	0.008
6882943	511145.b2244	0
6881119	511145.b0259	0.26
6881852	511145.b1061	10.2
6881773	511145.b0974	2.32
6884200	511145.b3621	1.15
6884707	511145.b4188	2.22
6880945	511145.b0065	0
6881789	511145.b0990	27.0
6881295	511145.b0452	71.0
6883899	511145.b3306	1255
6884511	511145.b3980	1889
6881747	511145.b0947	44.2
6883337	511145.b2675	31.4
6884876	511145.b4383	368
6882573	511145.b1832	148
6884452	511145.b3909	0.523
6882774	511145.b2059	0.271
6880953	511145.b0073	404
6883383	511145.b2728	1.04
6884133	511145.b3553	178
6883828	511145.b3222	1.83
6883227	511145.b2542	0.12
6884916	511145.b4467	1.53
6884372	511145.b3820	50.0
6884978	511145.b4566	0.045
6882490	511145.b1749	194
6882532	511145.b1791	0.004
6881492	511145.b0678	181
6882348	511145.b1603	167
6883389	511145.b2734	0
6882493	511145.b1752	0.199
6883817	511145.b3210	38.8
6883811	511145.b3204	282
6883408	511145.b2753	0.746
6881478	511145.b0653	2.18
6883000	511145.b2301	32.7
6884591	511145.b4065	1.35
6882078	511145.b1300	1.75
6883991	511145.b3400	39.8
6882935	511145.b2235	123
6882762	511145.b2047	0.137
6882512	511145.b1771	0.175
6881535	511145.b0727	542
6881365	511145.b0529	75.2
6882323	511145.b1575	0.043
6883391	511145.b2736	0.343
6881007	511145.b0130	0.441
6884015	511145.b3426	133
6883807	511145.b3200	85.7
6883610	511145.b2984	0.015
6884316	511145.b3744	75.6
6881600	511145.b0799	0.281
6883209	511145.b2524	60.4
6882574	511145.b1833	0.473
6884906	511145.b4423	0
6884023	511145.b3437	12.4
6882595	511145.b1854	407
6883551	511145.b2914	468
6882946	511145.b2247	0.69
6883572	511145.b2938	167
6882654	511145.b1919	193
6884590	511145.b4064	36.9
6884892	511145.b4399	0.301
6884483	511145.b3942	750
6881618	511145.b0817	8.72
6882921	511145.b2219	0.171
6883374	511145.b2719	0.166
6883855	511145.b3251	466
6881848	511145.b1057	0
6882379	511145.b1634	5.23
6883128	511145.b2443	0.751
6883231	511145.b2546	0.009
6881738	511145.b0938	0
6884080	511145.b3497	3.33
6880885	511145.b0001	0
6884768	511145.b4256	25.4
6881832	511145.b1040	40.0
6882888	511145.b2183	67.5
6881480	511145.b0655	837
6882019	511145.b1241	1256
6881382	511145.b0550	0
6882649	511145.b1914	33.1
6881570	511145.b0769	0.234
6881489	511145.b0675	76.0
6881939	511145.b1150	0
6884670	511145.b4148	0
6881385	511145.b0554	0.027
6883342	511145.b2682	0.015
6882699	511145.b1972	1.17
6882876	511145.b2171	208
6881613	511145.b0812	2541
6882146	511145.b1378	19.2
6883073	511145.b2381	7.22
6883282	511145.b2602	0.225
6881627	511145.b0826	4.08
6883064	511145.b2372	0.026
6881640	511145.b0839	225
6881580	511145.b0779	31.9
6880992	511145.b0115	966
6882115	511145.b1338	0.105
6883528	511145.b2890	498
6884006	511145.b3415	0.762
6881339	511145.b0497	0.009
6881170	511145.b0318	0.184
6882900	511145.b2198	0
6882445	511145.b1702	397
6884079	511145.b3496	0.318
6881133	511145.b0275	0.014
6883739	511145.b3128	1.56
6881933	511145.b1143	0
6882276	511145.b1523	0.013
6880998	511145.b0121	76.1
6883783	511145.b3176	257
6882228	511145.b1469	2.04
6884735	511145.b4217	5.38
6882077	511145.b1299	21.0
6883837	511145.b3231	2158
6881499	511145.b0685	13.8
6881395	511145.b0567	0.925
6883847	511145.b3241	0.001
6881508	511145.b0696	0.171
6881219	511145.b0373	0.235
6883196	511145.b2511	154
6881198	511145.b0348	0
6884207	511145.b3628	1.8
6882628	511145.b1887	278
6881373	511145.b0540	0.235
6880917	511145.b0035	0
6881213	511145.b0365	0.406
6882901	511145.b2199	0.045
6881623	511145.b0822	18.8
6881276	511145.b0433	0.458
6883243	511145.b2558	0.025
6882550	511145.b1809	382
6883139	511145.b2454	0
6882878	511145.b2173	2.69
6884772	511145.b4260	143
6883892	511145.b3299	202
6882875	511145.b2170	0
6880958	511145.b0078	308
6881293	511145.b0450	55.4
6884078	511145.b3495	439795
6881918	511145.b1127	170
6883824	511145.b3218	0.26
6881971	511145.b1188	19.6
6883584	511145.b2951	127
6884417	511145.b3874	2.47
6883801	511145.b3194	6.99
6880967	511145.b0088	40.7
6884989	511145.b4596	4.88
6883697	511145.b3080	0.002
6883267	511145.b2582	7.69
6883652	511145.b3032	46.0
6883714	511145.b3097	11.6
6884507	511145.b3967	8.89
6881479	511145.b0654	5.31
6883665	511145.b3047	1.11
6882306	511145.b1555	20.1
6882704	511145.b1981	26.9
6880909	511145.b0027	0.992
6884820	511145.b4319	0.15
6882061	511145.b1283	62.0
6882587	511145.b1846	66.6
6881428	511145.b0600	8.17
6882905	511145.b2203	0.222
6884623	511145.b4098	4.12
6881353	511145.b0516	0.432
6881331	511145.b0489	33.2
6882422	511145.b1679	10.3
6883463	511145.b2810	5.72
6882419	511145.b1676	1161
6880902	511145.b0020	0.473
6884232	511145.b3653	0.964
6882840	511145.b2133	220
6882617	511145.b1876	131
6882559	511145.b1818	169
6882375	511145.b1630	0.54
6884059	511145.b3474	0.142
6882365	511145.b1620	0.233
6884718	511145.b4199	0
6881655	511145.b0854	462
6884832	511145.b4331	0.718
6883322	511145.b2660	2.06
6882390	511145.b1645	0.365
6881769	511145.b0969	23.4
6883119	511145.b2434	8.22
6884262	511145.b3687	96.9
6882339	511145.b1594	2.58
6883464	511145.b2811	40.9
6882257	511145.b1500	0.009
6884869	511145.b4376	384
6884367	511145.b3813	23.0
6883859	511145.b3256	172
6881550	511145.b0742	126
6884482	511145.b3941	364
6882093	511145.b1315	0.644
6881414	511145.b0586	57.3
6881847	511145.b1056	90.3
6882157	511145.b1389	0
6883089	511145.b2400	259
6881050	511145.b0174	19.1
6884963	511145.b4542	0
6884751	511145.b4237	1.2
6881885	511145.b1094	2285
6883226	511145.b2541	0.002
6881124	511145.b0265	0.014
6881672	511145.b0871	291
6884717	511145.b4198	0.736
6883841	511145.b3235	4.5
6881586	511145.b0785	103
6881692	511145.b0892	7.15
6883253	511145.b2568	51.4
6881138	511145.b0281	0.627
6884827	511145.b4326	0.692
6881977	511145.b1194	28.1
6884787	511145.b4280	4.93
6881139	511145.b0283	0.272
6884336	511145.b3774	1595
6881166	511145.b0314	0.47
6882366	511145.b1621	0.544
6881833	511145.b1041	0.768
6881756	511145.b0956	119
6882183	511145.b1419	0.023
6884473	511145.b3932	95.5
6883206	511145.b2521	410
6883690	511145.b3073	7.91
6883315	511145.b2642	1.36
6883953	511145.b3360	2.04
6882665	511145.b1930	162
6882790	511145.b2075	0.249
6882751	511145.b2036	254
6882114	511145.b1337	0.276
6884253	511145.b3675	0.705
6882515	511145.b1774	0
6881322	511145.b0480	117
6881884	511145.b1093	905
6882682	511145.b1951	0.004
6881500	511145.b0686	82.6
6884837	511145.b4336	4.84
6884883	511145.b4390	21.1
6881436	511145.b0608	45.4
6882371	511145.b1626	0.135
6882434	511145.b1691	0.059
6882389	511145.b1644	1.1
6881446	511145.b0619	0.247
6882963	511145.b2264	2.57
6884817	511145.b4316	4.57
6883671	511145.b3053	17.3
6881457	511145.b0632	160
6881686	511145.b0886	16.9
6883796	511145.b3189	65.9
6884728	511145.b4210	0.008
6882531	511145.b1790	0.004
6881087	511145.b0219	16.3
6881452	511145.b0627	16.1
6881398	511145.b0570	25.6
6881569	511145.b0768	0.045
6882464	511145.b1723	179
6882412	511145.b1669	0.333
6882231	511145.b1474	1.22
6881037	511145.b0160	2.81
6880910	511145.b0028	234
6883237	511145.b2552	7.52
6883029	511145.b2330	177
6880905	511145.b0023	1190
6881732	511145.b0932	208
6882148	511145.b1380	151
6882621	511145.b1880	0.085
6883560	511145.b2924	186
6883614	511145.b2988	48.7
6884643	511145.b4120	0.403
6883562	511145.b2926	3022
6883520	511145.b2880	3.9
6884573	511145.b4047	0.007
6882902	511145.b2200	0.005
6882593	511145.b1852	280
6883550	511145.b2913	626
6880950	511145.b0070	0.016
6884655	511145.b4132	0.045
6883768	511145.b3159	0.172
6881904	511145.b1113	0.394
6882051	511145.b1273	223
6881434	511145.b0606	181
6884307	511145.b3735	588
6882321	511145.b1572	0.007
6884358	511145.b3803	103
6884526	511145.b3995	261
6881803	511145.b1004	1258
6881236	511145.b0391	355
6884186	511145.b3607	66.4
6882726	511145.b2010	0.189
6883476	511145.b2826	0
6882639	511145.b1900	0.85
6884298	511145.b3726	0.636
6881165	511145.b0313	0.965
6882760	511145.b2045	0.089
6882792	511145.b2077	0.022
6881546	511145.b0738	27.8
6884711	511145.b4192	3.81
6882255	511145.b1498	12.3
6882424	511145.b1681	17.1
6883603	511145.b2975	2.04
6883459	511145.b2806	10.6
6881224	511145.b0379	0
6884027	511145.b3441	1.0
6881625	511145.b0824	0.203
6884950	511145.b4522	0.017
6884549	511145.b4022	7.32
6882962	511145.b2263	1.08
6884177	511145.b3598	0
6882920	511145.b2218	3.77
6883881	511145.b3288	107
6884732	511145.b4214	260
6883373	511145.b2718	0.171
6884976	511145.b4559	0
6883159	511145.b2474	0.704
6881201	511145.b0351	4.33
6881821	511145.b1025	0.301
6884000	511145.b3409	47.3
6884411	511145.b3868	27.2
6880948	511145.b0068	157
6881141	511145.b0285	0.035
6883730	511145.b3117	21.1
6884910	511145.b4460	0.019
6883939	511145.b3346	72.8
6884138	511145.b3558	3.71
6882494	511145.b1753	1.59
6881607	511145.b0806	0.365
6883074	511145.b2382	1.19
6882305	511145.b1554	0.242
6883950	511145.b3357	669
6882746	511145.b2030	0.26
6881375	511145.b0543	0.443
6884153	511145.b3573	0
6882571	511145.b1830	147
6884795	511145.b4293	0.385
6882398	511145.b1653	1.13
6883390	511145.b2735	4.38
6881950	511145.b1164	0.01
6881619	511145.b0818	0.003
6884721	511145.b4202	1547
6883301	511145.b2624	0
6881034	511145.b0157	0.075
6881432	511145.b0604	20.7
6881592	511145.b0791	0
6881727	511145.b0927	84.6
6882291	511145.b1538	154
6882316	511145.b1565	0
6883386	511145.b2731	0.41
6881454	511145.b0629	0.002
6884053	511145.b3468	0.068
6883037	511145.b2340	7.92
6882011	511145.b1229	0
6883147	511145.b2462	0.004
6884727	511145.b4209	3.34
6883043	511145.b2346	16.0
6881010	511145.b0133	424
6882489	511145.b1748	126
6884933	511145.b4484	1.71
6884380	511145.b3828	6.02
6880931	511145.b0049	16.6
6883093	511145.b2408	0
6883277	511145.b2597	925
6881052	511145.b0176	4.81
6881347	511145.b0509	0.049
6883210	511145.b2525	280
6881717	511145.b0917	202
6883724	511145.b3107	0
6882223	511145.b1464	5.35
6884699	511145.b4180	31.2
6883012	511145.b2313	5.12
6881689	511145.b0889	1018
6884063	511145.b3478	0.244
6884705	511145.b4186	0
6882882	511145.b2177	0.772
6881520	511145.b0711	34.6
6884234	511145.b3655	15.8
6881075	511145.b0199	78.6
6883085	511145.b2394	0.272
6883887	511145.b3294	1119
6882749	511145.b2034	50.1
6883167	511145.b2482	0
6884547	511145.b4020	1.15
6884815	511145.b4314	10.9
6883733	511145.b3120	0
6881199	511145.b0349	1.17
6884551	511145.b4024	107
6884586	511145.b4060	0
6884129	511145.b3549	3.05
6882039	511145.b1261	451
6883140	511145.b2455	0.531
6884029	511145.b3444	0.041
6883190	511145.b2505	0
6884117	511145.b3536	0.77
6881384	511145.b0552	0.26
6881027	511145.b0150	43.1
6882549	511145.b1808	0.204
6884154	511145.b3574	16.8
6881554	511145.b0753	550
6881545	511145.b0737	25.6
6883782	511145.b3175	123
6884161	511145.b3581	1.88
6882219	511145.b1460	0.384
6881447	511145.b0620	3.16
6882363	511145.b1618	6.13
6883333	511145.b2671	2.34
6884722	511145.b4203	1755
6882998	511145.b2299	131
6881438	511145.b0611	19.6
6882463	511145.b1722	0.589
6884333	511145.b3771	43.2
6881932	511145.b1141	0.853
6882416	511145.b1673	0.81
6882534	511145.b1793	4.45
6884929	511145.b4480	13.6
6881476	511145.b0651	122
6881177	511145.b0326	0.014
6881777	511145.b0978	4.72
6883412	511145.b2757	0.006
6884762	511145.b4249	0
6881057	511145.b0181	167
6883647	511145.b3027	0
6883973	511145.b3382	0.005
6882175	511145.b1409	0
6884071	511145.b3486	4.25
6882611	511145.b1870	40.1
6882835	511145.b2128	1.77
6884843	511145.b4347	0
6884857	511145.b4361	3.53
6884835	511145.b4334	0.316
6883255	511145.b2570	1.04
6881270	511145.b0427	0.1
6882278	511145.b1525	7.54
6883651	511145.b3031	6192
6881296	511145.b0453	366
6881083	511145.b0213	0.241
6882267	511145.b1514	0.475
6881966	511145.b1183	0
6881945	511145.b1159	0.057
6884729	511145.b4211	37.0
6882353	511145.b1608	28.4
6884265	511145.b3690	0.498
6883502	511145.b2853	0
6881371	511145.b0535	1.06
6883805	511145.b3198	78.0
6882211	511145.b1449	196
6883707	511145.b3090	0.347
6884905	511145.b4421	0
6882377	511145.b1632	0.901
6884300	511145.b3728	330
6882324	511145.b1576	0.154
6882004	511145.b1221	458
6881469	511145.b0644	0.57
6883654	511145.b3034	106
6882292	511145.b1539	399
6881325	511145.b0483	5.59
6882814	511145.b2103	232
6883884	511145.b3291	128
6883752	511145.b3143	0.222
6883044	511145.b2347	2.92
6882411	511145.b1668	18.5
6881101	511145.b0237	467
6882486	511145.b1745	1.57
6882745	511145.b2029	1060
6884980	511145.b4568	0
6881486	511145.b0661	13.0
6881670	511145.b0869	2.07
6882431	511145.b1688	1.34
6882519	511145.b1778	279
6881251	511145.b0408	68.8
6883426	511145.b2771	0.005
6882173	511145.b1407	0.015
6884665	511145.b4143	2479
6882310	511145.b1559	0.21
6883116	511145.b2431	113
6884836	511145.b4335	0.065
6882538	511145.b1797	1.17
6882630	511145.b1889	6.43
6881085	511145.b0215	0.669
6882968	511145.b2269	0.297
6881204	511145.b0354	34.4
6881100	511145.b0234	0.017
6881694	511145.b0894	3.92
6881000	511145.b0123	71.9
6881421	511145.b0593	104
6880983	511145.b0106	1.2
6881907	511145.b1116	6.85
6882023	511145.b1245	23.5
6882955	511145.b2256	2.26
6882081	511145.b1303	2.09
6880926	511145.b0044	0
6884536	511145.b4005	148
6883032	511145.b2333	1.75
6884574	511145.b4048	0.002
6884292	511145.b3720	0.005
6884222	511145.b3643	3.31
6884571	511145.b4045	645
6880911	511145.b0029	35.7
6881793	511145.b0994	9.08
6883713	511145.b3096	0
6883843	511145.b3237	14.4
6883396	511145.b2741	146
6882367	511145.b1622	5.41
6882364	511145.b1619	447
6882622	511145.b1881	298
6881252	511145.b0409	41.6
6881310	511145.b0468	4.64
6881287	511145.b0444	43.1
6881574	511145.b0773	170
6883292	511145.b2614	771
6884094	511145.b3512	31.0
6881426	511145.b0598	231
6882282	511145.b1529	0.52
6884967	511145.b4547	6.04
6882679	511145.b1948	1.42
6883217	511145.b2532	59.9
6883659	511145.b3040	2.44
