Var1	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
YLR450W	0.000412921	0.000130938	0.000207604	0.000262954	0.000372341	0.000296689	0.000322907	1.04e-05
YML075C	0.000416211	0.00013242	0.000209577	0.000265282	0.000375372	0.000299234	0.00032562	1.11e-05
YML126C	0.027272649	0.012224136	0.016315489	0.019269322	0.025107037	0.021069683	0.022468836	0.005789159
YOL055C	0	0	0	0	0	0	0	0
YPL258C	0	0	0	0	0	0	0	0
YPR121W	0	0	0	0	0	0	0	0
YBR248C	0	0	0	0	0	0	0	0
YOR202W	0	0	0	0	0	0	0	0
YHR216W	0	0	0	0	0	0	0	0
YLR432W	0	0	0	0	0	0	0	0
YML056C	0.001019948	0.000404247	0.000571644	0.000692495	0.000931344	0.000766159	0.000823405	0.000140959
YBR011C	0	0	0	0	0	0	0	0
YMR267W	0	0.003812062	0.002813686	0	0.000742856	0	0.000654642	9.8e-05
YLR028C	0.001857174	0.000781202	0.001073737	0.001284938	0.001702334	0.001413664	0.001513704	0.00032109
YMR120C	0.002666965	0.001145803	0.001559377	0.001857963	0.002448059	0.00203995	0.002181381	0.000495317
YDR315C	0	0	0	0	0	0	0	0
YDR173C	0	0	0	0	0	0	0	0
YER019W	0	0	0	0	0	0	0	0
YNL037C	0	0	0	0	0	0	0	0
YOR136W	0	0	0	0	0	0	0	0
YLR174W	0.000935627	0.002543368	0.000521076	0.003867892	0.000148434	0.000700952	0.000122439	0
YNL009W	0	0	0	0	0	0	0	0
YER065C	0	0.073032844	0.035092953	0.007717736	0	0.019049023	0	0
YBL076C	0.000275165	6.89e-05	0.00012499	0.000165475	0.000245484	0.00019015	0.000209326	0
YPL040C	0	0	0	0	0	0	0	0
YPL117C	0	0	0	0	0	0	0	0
YGR244C	0	0	0	0	0	0	0	0
YOR142W	0	0	0	0	0	0	0	0
YBL098W	0	0	0	0	0	0	0	0
YLR089C	0	0	0	0	0	0	0	0
YEL046C	0	0	0	0	0	0	0	0
YMR226C	0	0	0	0	0	0	0	0
YBR115C	0.001257007	0.000510981	0.000713811	0.000860247	0.001149649	0.000949499	0.001018862	0.000191963
YGL154C	0.000168029	2.07e-05	6.07e-05	8.97e-05	0.000146824	0.000107292	0.000120992	0
YDR321W	0	0	0	0	0	0	0	0
YLR155C	0	0	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0	0	0
YER023W	0	0	0	0	0	0	0	0
YOL151W	0	0	0	0	0	0	0	0
YCL064C	0	0	0	0	0	0	0	0
YER086W	0	0	0	0	0	0	0	0
YJR078W	0	0	0	0	0	0	0	0
YML004C	0	0	0	0	0	0	0	0
YHR072W	0.000604591	0.000217237	0.000322551	0.000398584	0.000548848	0.000444926	0.000480941	5.16e-05
YPL160W	0.001148856	0.000462287	0.000648952	0.000783713	0.001050054	0.000865856	0.00092969	0.000168694
YLR382C	0	0	0	0	0	0	0	0
YNL045W	0	0	0	0	0	0	0	0
YDR037W	0.000441685	0.00014389	0.000224854	0.000283304	0.00039883	0.000318936	0.000346623	1.65e-05
YNL073W	0	0	0	0	0	0	0	0
YKL085W	0	0.00411625	0.002372338	0.001169982	0.000123582	0.001078775	0.000100184	0
YOL126C	0	0	0	0	0	0	0	0
YDL078C	0	0	0	0	0	0	0	0
YIR031C	0	0.015129507	0.020185401	0	0	0.006347238	0	0
YNL117W	0	0.015866958	0.021167676	0	0	0.006659426	0	0
YKL029C	0.000545973	0.000318168	0.000456988	0	4.74e-06	0	0	0
YKL192C	0	0	0	0	0	0	0	0
YOR221C	0	0	0	0	0	0	0	0
YDL055C	3.58e-05	0	0	0	2.5e-05	5e-06	1.19e-05	0
YER003C	0.000129738	3.44e-06	3.78e-05	6.26e-05	0.000111563	7.77e-05	8.94e-05	0
YDR502C	0	0	0	0	0	0	0	0
YLR180W	0.009279388	0.004122975	0.005524898	0.006537037	0.008537342	0.007153938	0.00763336	0.001917981
YBL013W	0	0	0	0	0	0	0	0
YGR264C	0.013384896	0.005971424	0.007986992	0.009442167	0.01231804	0.010329092	0.011018366	0.002801274
YGR171C	0	0	0	0	0	0	0	0
YKR080W	0	0	0	0	0	0	0	0
YPR006C	0	0	0	0	0	0	0	0
YMR208W	0.000356898	0.000105715	0.000174007	0.000223311	0.000320751	0.000253362	0.000276716	0
YNR043W	0.001759019	0.000737008	0.001014873	0.001215482	0.001611945	0.001337752	0.001432774	0.000299972
YBR036C	0	0	0	0	0	0	0	0
YBR161W	0	0	0	0	0	0	0	0
YPL057C	0	0	0	0	0	0	0	0
YDR287W	0.000434252	0.000140543	0.000220397	0.000278044	0.000391985	0.000313187	0.000340495	0
YHR046C	0	0	0	0	0	0	0	0
YJL153C	0.001488601	0.000615254	0.0008527	0.001024128	0.00136292	0.001128612	0.001209812	0.000241791
YFL017C	0	0	0	0	0	0	0	0
YJL071W	0	0	0	0	0	0	0	0
YMR062C	0.000457826	0.000151157	0.000234534	0.000294726	0.000413694	0.000331419	0.000359931	2e-05
YDR428C	0	0	0	0	0	0	0	0
YDR402C	0	0	0	0	0	0	0	0
YDR403W	0	0	0	0	0	0	0	0
YGL067W	0	0	0	0	0	0	0	0
YEL041W	0	0	0	0	0	0	0	0
YJR049C	0	0	0	0	0	0	0	0
YPL188W	0	0	0	0	0	0	0	0
YDL042C	0	0	0	0	0	0	0	0
YDR191W	0	0	0	0	0	0	0	0
YOL068C	0	0	0	0	0	0	0	0
YOR025W	0	0	0	0	0	0	0	0
YPL015C	0	0	0	0	0	0	0	0
YHR074W	0	0	0	0	0	0	0	0
YDL085W	0.001142541	0.000828275	0.005337902	0.002201994	0.003710873	0.003007216	0.003604879	0.001142883
YMR145C	0	0	0	0	0	0	0	0
YML120C	0.000297872	0.00584299	0.002384597	0.003650197	0.000367502	0.00192726	0.000318577	0.000145839
YOR209C	0	0	0	0	0	0	0	0
YGL037C	0	0	0	0	0	0	0	0
YLR285W	0	0	0	0	0	0	0	0
YCL047C	0	0	0	0	0	0	0	0
YLR328W	0	0	0	0	0	0	0	0
YGR010W	0	0	0	0	0	0	0	0
YFR047C	0	0	0	0	0	0	0	0
YEL042W	0	0	0	0	0	0	0	0
YKL067W	4.88e-05	0	0	5.31e-06	3.71e-05	7.92e-05	2.27e-05	0
YAL035W	0	0	0	0	0	0	0	0
YLL001W	0	0	0	0	0	0	0	0
YLL058W	0	0	0	0	0	0	0	0
YML082W	0	0	0	0	0	0	0	0
YJL088W	0	0	0	0	0	0	0	0
YKL184W	0	0	0	0	0	0	0	0
YLR438W	0	0	0	0	0	0	0	0
YML106W	0.000149723	1.24e-05	4.98e-05	7.67e-05	0.000129967	9.31e-05	0.000105899	0
YMR271C	0	0	0	0	0	0	0	0
YEL021W	0	0	0	0	0	0	0	0
YGR277C	0	0	0	0	0	0	0	0
YDR531W	0	0	0	0	0	0	0	0
YIL145C	0	0	0	0	0	0	0	0
YJR019C	0	0	0	0	0	0	0	0
YFL022C	0	0	0	0	0	0	0	0
YLR060W	0	0	0	0	0	0	0	0
YPR047W	0	0	0	0	0	0	0	0
YDR380W	0	0	0	0	0	0	0	0
YGL234W	0.002307991	0.000984178	0.001344096	0.001603945	0.002117485	0.001762322	0.001885405	0.000418084
YEL058W	0	0	0	0	0	0	0	0
YPR167C	0.000533033	0.000185018	0.000279637	0.000347944	0.000482952	0.000389583	0.00042194	3.62e-05
YKR097W	0	0.002625762	0.003530646	0	0	0	0	0
YGR007W	0	0	0	0	0	0	0	0
YMR205C	0.012926826	0	0	0	0.005103374	0.002750354	0.003095512	0.000152104
YGR240C	0	0	0	0	0	0	0	0
YMR105C	0.000315701	8.72e-05	0.0001493	0.000194155	0.000282814	0.003174502	0.000242749	0
YKL127W	0.000161513	1.77e-05	5.68e-05	8.51e-05	0.000140823	0.001959947	0.000115619	0
YGR256W	0	0	0	0	0	0	0	0
YHR183W	0.006434458	0	0	0	0.006566964	0.00667106	0.005869198	0.00288234
YER081W	1.95e-05	0	0	0	1e-05	0	0	0.000103287
YIL074C	3.21e-05	0	0	0	2.17e-05	0	8.93e-06	0.000124807
YCR012W	0.007404172	0.000105752	0.000174056	0.0009361	0.002958301	0.001626088	0.002404582	0.000180227
YOR283W	0.002703684	0	3.31e-06	0.000290585	0.001029686	0.0005507	0.000823377	0
YFL045C	0.023580927	0.010562014	0.01410157	0.016657018	0.021707396	0.018214565	0.019425012	0.004994909
YMR220W	0.002964154	0.001279609	0.001737603	0.002068256	0.002721736	0.002269793	0.002426415	0.000559258
YIL083C	0	0	0	0	0	0	0	0
YKL088W	0	0	0	0	0	0	0	0
YKR072C	0	0	0	0	0	0	0	0
YOR054C	0	0	0	0	0	0	0	0
YMR278W	0	0	0	0	0	0	0	0
YAR015W	0	0	0	0	0	0	0	0
YOR128C	5.26e-05	0	0	7.99e-06	4.05e-05	1.8e-05	2.58e-05	0
YDR007W	0	0	0	0	0	0	0	0
YMR300C	0	0	0	0	0	0	0	0
YKL181W	0.023267558	0.010420926	0.013913642	0.016435279	0.02141882	0.01797221	0.019166639	0.00492749
YER099C	0.017166977	0.007674248	0.010255118	0.012118422	0.015800897	0.013254107	0.014136703	0.003614978
YHL011C	0	0	0	0	0	0	0	0
YBL068W	0	0	0	0	0	0	0	0
YOL061W	0	0	0	0	0	0	0	0
YGR208W	0	0	0	0	0	0	0	0
YOR184W	0.013896257	0	0	0	0.012788944	0	0.011439985	0.023715031
YBR183W	0	0	0	0	0	0	0	0
YDR294C	0	0	0	0	0	0	0	0
YMR020W	0	0	0	0	0	0	0	0
YGL040C	0	0	0	0	0	0	0	0
YNL316C	0	0	0	0	0	0	0	0
YBR166C	0.000151367	1.32e-05	5.07e-05	7.79e-05	0.000131481	9.44e-05	0.000107254	0
YLR142W	0	0	0	0	0	0	0	0
YHR020W	0.002796804	0.001204261	0.001637242	0.001949839	0.002567626	0.002140366	0.002288434	0.000523252
YER014W	0	0	0	0	0	0	0	0
YDR400W	0	0	0	0	0	0	0	0
YLR209C	0	0	0	0	0	0	0	0
YBR035C	0	0	0	0	0	0	0	0
YBR218C	0.003718912	0	0	0.001888746	0.002488124	0	0.002217253	0.000504678
YGL062W	0.007774018	0	0	0.004000493	0.005236314	0	0.004677818	0.00114675
YBR221C	0.001422875	0	0	0.001285191	0.001302394	0.003124034	0.001155625	0.000227651
YER178W	0.001662007	0	0	0.001502703	0.001522607	0.003630293	0.001352791	0.0002791
YGR193C	0.001624696	0	0	0.001468762	0.001488249	0.003551304	0.001322028	0.000271073
YNL071W	0.001870174	0	0	0.001692049	0.001714306	0.004070999	0.001524427	0.000323888
YAL038W	0.02071839	0	0	0.002710328	0.008206321	0.004645998	0.006678013	0.000335213
YOR347C	0	0	0	0	0	0	0	0
YDR236C	0	0	0	0	0	0	0	0
YOL143C	0	0	0	0	0	0	0	0
YBR256C	0.00185826	0.00078169	0.001074389	0.001285703	0.001703334	0.001414504	0.001514599	0.000321323
YER070W	0	0	0	0	0	0	0	0
YGR180C	0	0	0	0	0	0	0	0
YIL066C	0	0	0	0	0	0	0	0
YJL026W	0	0	0	0	0	0	0	0
YOR095C	0.005230045	0.000337342	0.000482528	0.000587344	0.005241582	0.005167749	0.03741024	0.005169649
YNL129W	0	0	0	0	0	0	0	0
YJL121C	0.00050159	0	0	0	0.000521339	0.000543336	0.00374339	0
YML008C	0	0	0	0	0	0	0	0
YJL068C	0	0	0	0	0	0	0	0
YIR034C	0.000703418	0.000261732	0.000381818	0.000468512	0.000639856	0.000521358	0.000562424	7.29e-05
YNR050C	0	0	0	0	0	0	0	0
YDL040C	0	0	0	0	0	0	0	0
YGR147C	0	0	0	0	0	0	0	0
YHR013C	0	0	0	0	0	0	0	0
YBR058C-A	0	0	0	0	0	0	0	0
YDR062W	0	0	0	0	0	0	0	0
YMR296C	0	0	0	0	0	0	0	0
YDR023W	0	0	0	0	0	0	0	0
YHR011W	0.002948876	0.001272731	0.001728441	0.002057449	0.002707667	0.002257978	0.002413819	0.00053443
YBR213W	0	0	0	0	0	0	0	0
YPR069C	0	0	0	0	0	0	0	0
YLR146C	0	0	0	0	0	0	0	0
YJL134W	0	0	0	0	0	0	0	0
YKR053C	0	0	0	0	0	0	0	0
YLR260W	0	0	0	0	0	0	0	0
YOR171C	0	0	0	0	0	0	0	0
YGR175C	0.024862067	0.011138822	0.014869868	0.017563568	0.022887175	0.019205378	0.020481312	0.005270539
YHR190W	0.000978699	0.000385676	0.000546907	0.000663311	0.000893359	0.000734258	0.000789395	0.000132084
YDR178W	0	0	0	0	0	0	0	0
YJL045W	0	0	0	0	0	0	0	0
YKL141W	0	0	0	0	0	0	0	0
YLL041C	0	0	0	0	0	0	0	0
YKL148C	0	0	0	0	0	0	0	0
YLR164W	0	0	0	0	0	0	0	0
YBR006W	0	0.006436062	0	0.009998581	0	0	0	0
YIL162W	0	0	0	0	0	0	0	0
YJR010W	0	0	0	0	0	0	0	0
YFR030W	0	0	0	0	0	0	0	0
YJR137C	0	0	0	0	0	0	0	0
YLL057C	0	0	0	0	0	0	0	0
YKL132C	0	0	0	0	0	0	0	0
YOR241W	0	0	0	0	0	0	0	0
YOR143C	0	0	0	0	0	0	0	0
YIL010W	0	0	0	0	0	0	0	0
YDR353W	0	0	0	0	0	0	0	0
YHR106W	0	0	0	0	0	0	0	0
YIL078W	0.006101766	0.002692288	0.003619256	0.004288493	0.005611118	0.004696396	0.005013395	0.001234317
YKL194C	0	0	0	0	0	0	0	0
YOR074C	0	0	0	0	0	0	0	0
YBR003W	0	0	0	0	0	0	0	0
YGR043C	0	0	0	0	0	0	0	0
YLR354C	0.021119438	0	0	0	0.007921211	0.003944619	0.001068456	0.000794089
YBR117C	0	0	0	0	0	0	0	0
YPR074C	0.002712633	6.2e-05	0.000115788	0.000154613	0.002804965	0.002907808	0.017869338	0.003501532
YDR050C	3.73e-05	0	0	0	0	0	0	0
YGL026C	0	0	0	0	0	0	0	0
YOL097C	0.001174175	0.000473687	0.000664136	0.000801634	0.00107337	0.000885438	0.000950566	0.000174141
YDR268W	0	0	0	0	0	0	0	0
YGR185C	0.001142339	0.000459353	0.000645043	0.000779105	0.001044052	0.000860816	0.000924317	0.000167292
YPL097W	0	0	0	0	0	0	0	0
YLR189C	0	0	0	0	0	0	0	0
YDL103C	0	0	0	0	0	0	0	0
YBR019C	0	0	0	0	0	0.025276671	0	0
YKL024C	0	0	0	0	0	0	0	0
YHR128W	0	0	0	0	0	0	0	0
YIR032C	0	0	0	0	0	0	0	0
YDR020C	0	0	0	0	0	0	0	0
YDR047W	0	0	0	0	0	0	0	0
YKR069W	0	0	0	0	0	0	0	0
YOR278W	0	0	0	0	0	0	0	0
YHL012W	0.000749037	0.000282272	0.000409177	0.000500797	0.000681867	0	0.000600037	8.27e-05
YKL035W	0	0	0	0	0	0	0	0
YGR094W	0.000747118	0.000281408	0.000408026	0.000499439	0.000680099	0.000555155	0.000598455	8.23e-05
YJR133W	0	0	0	0	0	0	0	0
YLR070C	0	0	0	0	0	0	0	0.000610751
YGR194C	0	0	0	0	0	0	0	0.33416309
YFL001W	0	0	0	0	0	0	0	0
YGL063W	0	0	0	0	0	0	0	0
YNL292W	0	0	0	0	0	0	0	0
YPL212C	0	0	0	0	0	0	0	0
YEL029C	0	0	0	0	0	0	0	0
YKR043C	0	0	0	0	0	0	0	0
YDL066W	0	0	0	0.000177231	0.001419801	0	0.00126074	0.00025508
YKL182W	0.023100914	0.010345898	0.013813706	0.016317359	0.02126536	0.01784333	0.019029241	0.004891637
YPL231W	0.020894899	0.009352681	0.012490759	0.014756355	0.019233879	0.016137231	0.01721038	0.004417025
YER061C	0	0	0	0	0	0	0	0
YKL055C	0	0	0	0	0	0	0	0
YHR067W	0	0	0	0	0	0	0	0
YBR026C	0	0	0	0	0	0	0	0
YJL196C	0	0	0	0	0	0	0	0
YLR372W	0	0	0	0	0	0	0	0
YBR159W	0	0	0	0	0	0	0	0
YJL097W	0	0	0	0	0	0	0	0
YDL015C	0	0	0	0	0	0	0	0
YGL055W	0.014866933	0.00663869	0.008875775	0.01049088	0.013682824	0.011475282	0.01224031	0.003120131
YOR317W	0	0	0	0	0	0	0	0
YMR246W	0	0	0	0	0	0	0	0
YIL009W	0	0	0	0	0	0	0	0
YLR284C	0	0	0	0	0	0	0	0
YOR180C	0	0	0	0	0	0	0	0
YNL202W	0	0	0	0	0	0	0	0
YBL011W	0	0	0	0	0	0	0	0
YKR067W	0.058957155	0.026489161	0.035316368	0.041689404	0.054284659	0.045573779	0.048592541	0.012584147
YIL124W	0	0	0	0	0	0	0	0
YOR175C	3.87e-05	0	0	0	2.77e-05	7.27e-06	1.44e-05	0
YDL052C	0	0	0	0	0	0	0	0
YKR089C	0	0	0	0	0	0	0	0
YOR081C	0	0	0	0	0	0	0	0
YMR165C	0	0	0	0	0	0	0	0
YDR284C	0	0	0	0	0	0	0	0
YDR503C	0	0	0	0	0	0	0	0
YOR245C	0	0	0	0	0	0	0	0
YBR029C	0.00023014	4.86e-05	9.8e-05	0.000133614	0.000204021	0.000155328	0.000172203	0
YER026C	0	0	0	0	0	0	0	0
YPR113W	0.000337554	9.7e-05	0.000162405	0.000209619	0.000302937	0.000238401	0.000260766	0
YBR042C	0	0	0	0	0	0	0	0
YNL169C	0.043672179	0.019607609	0.026150182	0.030873748	0.040209052	0.033752761	0.035990197	0.009295816
YGR170W	0	0	0	0	0	0	0	0
YGR157W	0	0	0	0	0	0	0	0
YJR073C	0	0	0	0	0	0	0	0
YOR311C	0	0	0	0	0	0	0	0
YHR123W	0	0	0	0	0	0	0	0
YNL130C	0	0	0	0	0	0	0	0
YCL004W	0	0	0	0	0	0	0	0
YHR100C	0	0	0	0	0	0	0	0
YDL142C	0	0	0	0	0	0	0	0
YGR110W	0	0	0	0	0	0	0	0
YPR140W	0	0	0	0	0	0	0	0
YJL100W	0	0	0	0	0	0	0	0
YLR305C	0	0	0	0	0	0	0	0
YDR373W	0	0	0	0	0	0	0	0
YNL267W	0	0	0	0	0	0	0	0
YBR097W	0	0	0	0	0	0	0	0
YLR240W	0	0	0	0	0	0	0	0
YDR208W	0	0	0	0	0	0	0	0
YFR019W	0	0	0	0	0	0	0	0
YNR008W	0	0	0	0	0	0	0	0
YML059C	0	0	0	0	0	0	0	0
YMR008C	0	0	0	0	0	0	0	0
YMR006C	0	0	0	0	0	0	0	0
YOL011W	0	0	0	0	0	0	0	0
YPL268W	0	0	0	0	0	0	0	0
YPL206C	0	0	0	0	0	0	0	0
YKR031C	0	0	0	0	0	0	0	0
YNL106C	0	0	0	0	0	0	0	0
YOR109W	0	0	0	0	0	0	0	0
YJR110W	0	0	0	0	0	0	0	0
YKL212W	0	0	0	0	0	0	0	0
YIL002C	0	0	0	0	0	0	0	0
YOL065C	0	0	0	0	0	0	0	0
YLR386W	0	0	0	0	0	0	0	0
YNL325C	0	0	0	0	0	0	0	0
YKL140W	0	0	0	0	0	0	0	0
YLL012W	0	0	0	0	0	0	0	0
YLR020C	0	0	0	0	0	0	0	0
YBR204C	0	0	0	0	0	0	0	0
YMR313C	0	0	0	0	0	0	0	0
YCR068W	0	0	0	0	0	0	0	0
YDR058C	0	0	0	0	0	0	0	0
YKL094W	0	0	0	0	0	0	0	0
YBR127C	0	0	0	0	0	0	0	0
YDL185W	0	0	0	0	0	0	0	0
YEL027W	0	0	0	0	0	0	0	0
YEL051W	0	0	0	0	0	0	0	0
YGR020C	0	0	0	0	0	0	0	0
YHR026W	0	0	0	0	0	0	0	0
YHR039C-A	0	0	0	0	0	0	0	0
YKL080W	0	0	0	0	0	0	0	0
YLR447C	0	0	0	0	0	0	0	0
YMR054W	0	0	0	0	0	0	0	0
YOR332W	0	0	0	0	0	0	0	0
YPL234C	0	0	0	0	0	0	0	0
YPR036W	0	0	0	0	0	0	0	0
YOR270C	0	0	0	0	0	0	0	0
YMR319C	0	0	0	0	0	0	0	0
YMR058W	0	0	0	0	0	0	0	0
YDR072C	0	0	0	0	0	0	0	0
YDR367W	0	0	0	0	0	0	0	0
YKL004W	0	0	0	0	0	0	0	0
YNL036W	0	0	0	0	0	0	0	0
YDR071C	0	0	0	0	0	0	0	0
YNR027W	0	0	0	0	0	0	0	0
YDL024C	0	0	0	0	0	0	0	0
YAL039C	0	0	0	0	0	0	0	0
YKL087C	0	0	0	0	0	0	0	0
YAL061W	0	0	0	0	0	0	0	0
YBL080C	0	0	0	0	0	0	0	0
YBL091C	0	0	0	0	0	0	0	0
YLR244C	0	0	0	0	0	0	0	0
YBR022W	0	0	0	0	0	0	0	0
YMR087W	0	0	0	0	0	0	0	0
YBR046C	0	0	0	0	0	0	0	0
YBR070C	0	0	0	0	0	0	0	0
YGL047W	0	0	0	0	0	0	0	0
YBR111C	0	0	0	0	0	0	0	0
YBR222C	0	0	0	0	0	0	0	0
YBR229C	0	0	0	0	0	0	0	0
YBR243C	0	0	0	0	0	0	0	0
YBR281C	0	0	0	0	0	0	0	0
YNL191W	0	0	0	0	0	0	0	0
YBR295W	0	0	0	0	0	0	0	0
YCL017C	0	0	0	0	0	0	0	0
YCR107W	0	0	0	0	0	0	0	0
YDL243C	0	0	0	0	0	0	0	0
YJR155W	0	0	0	0	0	0	0	0
YNL331C	0	0	0	0	0	0	0	0
YOL165C	0	0	0	0	0	0	0	0
YPL088W	0	0	0	0	0	0	0	0
YEL031W	0	0	0	0	0	0	0	0
YEL070W	0	0	0	0	0	0	0	0
YNR073C	0	0	0	0	0	0	0	0
YER010C	0	0	0	0	0	0	0	0
YER042W	0	0	0	0	0	0	0	0
YER087W	0	0	0	0	0	0	0	0
YER163C	0	0	0	0	0	0	0	0
YHL018W	0	0	0	0	0	0	0	0
YHR008C	0	0	0	0	0	0	0	0
YHR043C	0	0	0	0	0	0	0	0
YHR044C	0	0	0	0	0	0	0	0
YHR109W	0	0	0	0	0	0	0	0
YHR119W	0	0	0	0	0	0	0	0
YDR440W	0	0	0	0	0	0	0	0
YJL168C	0	0	0	0	0	0	0	0
YIL043C	0	0	0	0	0	0	0	0
YML125C	0	0	0	0	0	0	0	0
YKL150W	0	0	0	0	0	0	0	0
YIR036C	0	0	0	0	0	0	0	0
YIR038C	0	0	0	0	0	0	0	0
YMR251W	0	0	0	0	0	0	0	0
YKR076W	0	0	0	0	0	0	0	0
YLL060C	0	0	0	0	0	0	0	0
YKL069W	0	0	0	0	0	0	0	0
YKL103C	0	0	0	0	0	0	0	0
YKL215C	0	0	0	0	0	0	0	0
YKL218C	0	0	0	0	0	0	0	0
YGR154C	0	0	0	0	0	0	0	0
YFL061W	0	0	0	0	0	0	0	0
YNL335W	0	0	0	0	0	0	0	0
YFL059W	0	0	0	0	0	0	0	0
YNL333W	0	0	0	0	0	0	0	0
YFR044C	0	0	0	0	0	0	0	0
YDL120W	0	0	0	0	0	0	0	0
YDL219W	0	0	0	0	0	0	0	0
YDL236W	0	0	0	0	0	0	0	0
YDR009W	0	0	0	0	0	0	0	0
YDR036C	0	0	0	0	0	0	0	0
YDR038C	0	0	0	0	0	0	0	0
YDR039C	0	0	0	0	0	0	0	0
YDR040C	0	0	0	0	0	0	0	0
YDR051C	0	0	0	0	0	0	0	0
YOL075C	0	0	0	0	0	0	0	0
YDR111C	0	0	0	0	0	0	0	0
YDR248C	0	0	0	0	0	0	0	0
YDR410C	0	0	0	0	0	0	0	0
YDR437W	0	0	0	0	0	0	0	0
YGR216C	0	0	0	0	0	0	0	0
YNL038W	0	0	0	0	0	0	0	0
YPL076W	0	0	0	0	0	0	0	0
YPL175W	0	0	0	0	0	0	0	0
YPL096C-A	0	0	0	0	0	0	0	0
YDR516C	0.001717532	0	0	0	0	0	0	0
YDR533C	0	0	0	0	0	0	0	0
YMR322C	0	0	0	0	0	0	0	0
YOR391C	0	0	0	0	0	0	0	0
YPL280W	0	0	0	0	0	0	0	0
YGL006W	0	0	0	0	0	0	0	0
YGL167C	0	0	0	0	0	0	0	0
YGL017W	0	0	0	0	0	0	0	0
YGL022W	0	0	0	0	0	0	0	0
YGL027C	0	0	0	0	0	0	0	0
YGL038C	0	0	0	0	0	0	0	0
YGL065C	0	0	0	0	0	0	0	0
YGL156W	0	0	0	0	0	0	0	0
YGL169W	0	0	0	0	0	0	0	0
YGL196W	0	0	0	0	0	0	0	0
YGR012W	0	0	0	0	0	0	0	0
YGR036C	0	0	0	0	0	0	0	0
YGR046W	0	0	0	0	0	0	0	0
YGR144W	0	0	0	0	0	0	0	0
YGR227W	0	0	0	0	0	0	0	0
YGR234W	0	0	0	0	0	0	0	0
YJL046W	0	0	0	0	0	0	0	0
YJL126W	0	0	0	0	0	0	0	0
YJR051W	0	0.001426616	0.000528389	0.001758279	0	0.000246013	0	0
YJR104C	0	0	0	0	0	0	0	0
YJR131W	0	0	0	0	0	0	0	0
YLR057W	0	0	0	0	0	0	0	0
YJR149W	0	0	0	0	0	0	0	0
YLR047C	0	0	0	0	0	0	0	0
YKL220C	0	0	0	0	0	0	0	0
YLR214W	0	0	0	0	0	0	0	0
YNR060W	0	0	0	0	0	0	0	0
YOL152W	0	0	0	0	0	0	0	0
YOR381W	0	0	0	0	0	0	0	0
YOR384W	0	0	0	0	0	0	0	0
YLL051C	0	0	0	0	0	0	0	0
YLR099C	0	0	0	0	0	0	0	0
YPR139C	0	0	0	0	0	0	0	0
YLR143W	0	0	0	0	0	0	0	0
YLR151C	0	0	0	0	0	0	0	0
YLR239C	0	0	0	0	0	0	0	0
YMR099C	0	0	0	0	0	0	0	0
YMR162C	0	0	0	0	0	0	0	0
YMR210W	0	0	0	0	0	0	0	0
YNL048W	0	0	0	0	0	0	0	0
YNL092W	0	0	0	0	0	0	0	0
YNL219C	0	0	0	0	0	0	0	0
YNL274C	0	0	0	0	0	0	0	0
YNR030W	0	0	0	0	0	0	0	0
YOL157C	0	0	0	0	0	0	0	0
YOR002W	0	0	0	0	0	0	0	0
YOR067C	0	0	0	0	0	0	0	0
YOR149C	0	0	0	0	0	0	0	0
YOR196C	0	0	0	0	0	0	0	0
YOR251C	0	0	0	0	0	0	0	0
YOR285W	0	0	0	0	0	0	0	0
YOR286W	0	0	0	0	0	0	0	0
YPL227C	0	0	0	0	0	0	0	0
YPR127W	0	0	0	0	0	0	0	0
YDR371W	0	0	0	0	0	0	0	0
YLR286C	0	0	0	0	0	0	0	0
YHR201C	0	0	0	0	0	0	0	0
YDR452W	0	0	0	0	0	0	0	0
YDR270W	0	0	0	0	0	0	0	0
YLR351C	0	0	0	0	0	0	0	0
YEL066W	0	0	0	0	0	0	0	0
