ecnumber	sub	organism	kcat	sd
EC1.14.14.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.9	*
EC1.14.14.47	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.73	*
EC1.14.15.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.672	*
EC1.14.15.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.431	*
EC1.14.15.18	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	8.20E-06	*
EC1.14.15.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.50E-06	*
EC1.14.15.18	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	4.30E-06	*
EC1.14.15.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0048	*
EC1.14.15.18	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.20E-06	*
EC1.14.15.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.38	*
EC1.14.15.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0198	*
EC1.14.15.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.01633	*
EC1.14.16.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.23	*
EC1.14.16.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3640	*
EC1.14.16.1	*	macaca fascicularis//eukaryotes;animals;vertebrates;mammals//mcf	0.44	*
EC1.14.16.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.5	*
EC1.14.16.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	20.7	*
EC1.14.16.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1	*
EC1.14.16.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.00045	*
EC1.14.16.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.04	*
EC1.14.16.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1604	*
EC1.14.16.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.235	*
EC1.14.16.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.6	*
EC1.14.16.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.28	*
EC1.14.16.4	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.015	*
EC1.14.16.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.374	*
EC1.14.16.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.029	*
EC1.14.17.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	69	*
EC1.14.17.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.5	*
EC1.14.17.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.15	*
EC1.14.17.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.53	*
EC1.14.17.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8.00E-05	*
EC1.14.17.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5.9	*
EC1.14.17.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0014	*
EC1.14.18.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	26	*
EC1.14.18.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	6889	*
EC1.14.18.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	6.8	*
EC1.14.18.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.816	*
EC1.14.18.8	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.484	*
EC1.14.18.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.000885	*
EC1.14.19.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0004	*
EC1.14.19.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0016	*
EC1.14.19.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.325	*
EC1.14.19.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0009	*
EC1.14.19.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.022	*
EC1.14.19.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0344	*
EC1.14.99.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.4	*
EC1.14.99.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4220	*
EC1.14.99.1	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	43	*
EC1.14.99.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.90E-05	*
EC1.14.99.20	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.00466	*
EC1.14.99.29	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	416	*
EC1.16.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0057	*
EC1.16.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.448	*
EC1.16.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.3	*
EC1.16.1.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0083	*
EC1.16.1.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16.8	*
EC1.16.1.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.56	*
EC1.16.3.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	30	*
EC1.16.3.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.3	*
EC1.16.3.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	5.72	*
EC1.17.1.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.83	*
EC1.17.1.4	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	0.013	*
EC1.17.1.4	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	0.27	*
EC1.17.1.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.29	*
EC1.17.1.4	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.69	*
EC1.17.3.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	10.16	*
EC1.17.3.2	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	123	*
EC1.17.3.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.04	*
EC1.17.3.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8.571	*
EC1.17.3.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.278	*
EC1.17.3.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	800	*
EC1.17.4.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0237	*
EC1.17.4.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	2750	*
EC1.17.4.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.00837	*
EC1.17.4.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.015	*
EC1.17.4.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	5.70E-05	*
EC1.17.4.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.718	*
EC1.17.4.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.235	*
EC1.17.99.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.0453	*
EC1.18.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	9.255	*
EC1.18.1.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	16.3	*
EC1.18.1.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	22	*
EC1.18.1.6	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	23.05	*
EC1.2.1.12	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	219	*
EC1.2.1.12	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	45.1	*
EC1.2.1.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	620	*
EC1.2.1.12	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	101	*
EC1.2.1.12	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	150	*
EC1.2.1.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.83	*
EC1.2.1.19	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.2	*
EC1.2.1.23	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	18.4	*
EC1.2.1.23	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.65	*
EC1.2.1.23	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.571	*
EC1.2.1.24	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27	*
EC1.2.1.24	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	5.3	*
EC1.2.1.27	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.83	*
EC1.2.1.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.339	*
EC1.2.1.3	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.8	*
EC1.2.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.5	*
EC1.2.1.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	8.75	*
EC1.2.1.3	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.38	*
EC1.2.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	311	*
EC1.2.1.31	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00077	*
EC1.2.1.31	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.185	*
EC1.2.1.32	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	0.0765	*
EC1.2.1.36	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.13	*
EC1.2.1.36	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.267	*
EC1.2.1.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3.43	*
EC1.2.1.41	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.013	*
EC1.2.1.42	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	321	*
EC1.2.1.47	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	5.1	*
EC1.2.1.47	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.002138	*
EC1.2.1.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.772	*
EC1.2.1.48	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	33.3	*
EC1.2.1.49	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	2.6	*
EC1.2.1.49	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.24	*
EC1.2.1.49	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.25	*
EC1.2.1.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	18.92	*
EC1.2.1.5	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	1	*
EC1.2.1.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	46	*
EC1.2.1.5	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.51	*
EC1.2.1.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	110.5	*
EC1.2.1.88	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.55	*
EC1.2.1.88	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27.1	*
EC1.2.3.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.84	*
EC1.2.3.1	*	macaca fascicularis//eukaryotes;animals;vertebrates;mammals//mcf	188.3	*
EC1.2.3.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.75	*
EC1.2.3.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1.91	*
EC1.2.3.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.8	*
EC1.2.3.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.11	*
EC1.2.4.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	15.8	*
EC1.2.4.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	25.9	*
EC1.2.4.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.26	*
EC1.2.4.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	11	*
EC1.2.4.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.2	*
EC1.2.4.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.7	*
EC1.2.4.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	12	*
EC1.2.4.4	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3.2	*
EC1.2.4.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.46	*
EC1.20.4.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.42	*
EC1.20.99.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0007	*
EC1.21.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	7800	*
EC1.21.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	3100	*
EC1.21.99.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.00E-07	*
EC1.21.99.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.20E-05	*
EC1.21.99.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0002	*
EC1.21.99.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0001	*
EC1.21.99.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0004	*
EC1.21.99.4	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.0001	*
EC1.21.99.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	9.00E-08	*
EC1.21.99.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0003	*
EC1.3.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.318	*
EC1.3.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.535	*
EC1.3.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.2	*
EC1.3.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.318	*
EC1.3.1.2	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.705	*
EC1.3.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	47.4	*
EC1.3.1.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	21	*
EC1.3.1.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	71000	*
EC1.3.1.20	*	macaca fascicularis//eukaryotes;animals;vertebrates;mammals//mcf	3.9	*
EC1.3.1.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5.525	*
EC1.3.1.20	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	8	*
EC1.3.1.21	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.000605	*
EC1.3.1.21	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0023	*
EC1.3.1.22	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1090	*
EC1.3.1.24	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.00075	*
EC1.3.1.24	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.5	*
EC1.3.1.27	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.57	*
EC1.3.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0354	*
EC1.3.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	13.1	*
EC1.3.1.34	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3.9	*
EC1.3.1.34	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.21	*
EC1.3.1.34	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	20	*
EC1.3.1.34	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.1	*
EC1.3.1.38	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.065	*
EC1.3.1.44	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.027	*
EC1.3.1.48	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.067	*
EC1.3.1.48	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.425	*
EC1.3.1.48	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.2309	*
EC1.3.1.48	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.05	*
EC1.3.1.48	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.6	*
EC1.3.1.70	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0555	*
EC1.3.1.72	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0015	*
EC1.3.1.74	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	115.9	*
EC1.3.1.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.46	*
EC1.3.1.8	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.00065	*
EC1.3.1.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.54	*
EC1.3.1.86	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0501	*
EC1.3.3.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.72	*
EC1.3.3.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.26	*
EC1.3.3.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.3	*
EC1.3.3.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0001	*
EC1.3.3.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.15	*
EC1.3.3.4	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.038	*
EC1.3.3.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0087	*
EC1.3.3.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00157	*
EC1.3.3.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.60E-05	*
EC1.3.3.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27.2	*
EC1.3.5.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	56	*
EC1.3.5.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.039	*
EC1.3.5.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.154	*
EC1.3.5.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	103	*
EC1.3.5.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	150	*
EC1.3.5.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	101	*
EC1.3.5.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	130	*
EC1.3.5.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0078	*
EC1.3.8.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	17.9	*
EC1.3.8.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.4	*
EC1.3.8.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0329	*
EC1.3.8.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.48	*
EC1.3.8.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10.6	*
EC1.3.8.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	11.7	*
EC1.3.8.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.68	*
EC1.3.8.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.4	*
EC1.3.8.6	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.3	*
EC1.3.8.7	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.272	*
EC1.3.8.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	24.9	*
EC1.3.8.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	11.9	*
EC1.3.8.7	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	4	*
EC1.3.8.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	32.5	*
EC1.3.8.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	15.27	*
EC1.3.8.8	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.2546	*
EC1.3.8.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.1	*
EC1.3.98.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.072	*
EC1.3.99.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	28	*
EC1.3.99.12	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	35	*
EC1.4.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	167	*
EC1.4.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.84	*
EC1.4.3.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	29.1	*
EC1.4.3.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	4.32	*
EC1.4.3.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	2.4	*
EC1.4.3.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	62	*
EC1.4.3.13	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.2	*
EC1.4.3.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.2	*
EC1.4.3.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.98	*
EC1.4.3.21	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00555	*
EC1.4.3.21	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.08	*
EC1.4.3.22	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32.7	*
EC1.4.3.22	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00226	*
EC1.4.3.22	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	3.2	*
EC1.4.3.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	18	*
EC1.4.3.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.087	*
EC1.4.3.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	8.8	*
EC1.4.3.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.76	*
EC1.4.3.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.42	*
EC1.4.3.5	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.432	*
EC1.4.3.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.708	*
EC1.4.3.5	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.09	*
EC1.4.4.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.045	*
EC1.5.1.15	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0002	*
EC1.5.1.15	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.005	*
EC1.5.1.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	40	*
EC1.5.1.15	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	38	*
EC1.5.1.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0058	*
EC1.5.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	7.1	*
EC1.5.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32	*
EC1.5.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	720	*
EC1.5.1.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	12.4	*
EC1.5.1.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	78	*
EC1.5.1.20	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	153	*
EC1.5.1.25	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	16.6	*
EC1.5.1.25	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	16.3	*
EC1.5.1.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	103	*
EC1.5.1.3	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	4.7	*
EC1.5.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	60	*
EC1.5.1.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	50	*
EC1.5.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	28	*
EC1.5.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	36	*
EC1.5.1.30	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.37	*
EC1.5.1.34	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	70.7	*
EC1.5.1.34	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1180	*
